AccountID,ClientID,AccountType,Balance,OpenDate
5161,8258,Retirement,310531.19,2024-06-25
5162,9488,Retirement,266677.41,2022-10-24
5163,5195,Brokerage,224529.6,2024-12-31
5164,859,Brokerage,483342.72,2022-05-22
5165,4567,Savings,102444.36,2021-03-31
5166,1795,Retirement,368970.26,2024-12-17
5167,5839,Savings,333347.34,2023-12-01
5168,8545,Brokerage,462782.6,2023-05-01
5169,4239,Brokerage,493215.9,2023-10-14
5170,7186,Savings,2367.93,2023-09-24
5171,7216,Brokerage,142826.34,2023-01-30
5172,7905,Savings,292536.17,2024-01-04
5173,6374,Retirement,29477.46,2020-09-12
5174,8339,Retirement,183501.3,2022-12-08
5175,9502,Brokerage,492803.89,2020-09-01
5176,9659,Brokerage,377210.09,2021-10-28
5177,3614,Savings,484359.06,2021-12-22
5178,2606,Retirement,476178.74,2024-05-17
5179,5609,Retirement,54493.96,2023-09-23
5180,5968,Retirement,444968.06,2022-11-06
5181,3025,Brokerage,72921.1,2020-09-03
5182,4083,Brokerage,8566.28,2025-02-01
5183,5594,Retirement,328164.52,2022-05-11
5184,9439,Retirement,392774.18,2022-01-19
5185,1887,Retirement,113234.89,2021-08-07
5186,4997,Brokerage,166911.71,2024-11-10
5187,6363,Retirement,4959.08,2024-02-22
5188,9509,Savings,391162.62,2023-01-17
5189,14,Retirement,458021.05,2021-02-24
5190,8810,Brokerage,200668.51,2022-09-28
5191,9925,Brokerage,347380.66,2025-07-23
5192,3368,Brokerage,97103.24,2022-04-23
5193,4402,Brokerage,409682.6,2024-12-27
5194,4029,Savings,199859.47,2022-11-08
5195,3098,Brokerage,292094.94,2020-10-28
5196,5295,Retirement,364799.54,2023-12-06
5197,8784,Retirement,306348.89,2020-09-09
5198,9865,Retirement,432200.14,2024-01-04
5199,7229,Brokerage,366865.35,2021-03-29
5200,713,Retirement,17208.19,2022-01-25
5201,8172,Retirement,469013.89,2023-07-03
5202,1628,Retirement,392525.63,2022-12-09
5203,4056,Retirement,10850.34,2023-10-31
5204,834,Retirement,365294.1,2023-05-23
5205,1300,Savings,433180.7,2023-02-25
5206,7999,Retirement,445327.27,2024-05-10
5207,4649,Brokerage,190697.24,2022-03-14
5208,7171,Brokerage,328460.36,2021-06-09
5209,6252,Brokerage,249385.65,2024-06-21
5210,7511,Retirement,89161.57,2024-11-24
5211,1300,Retirement,445477.73,2020-12-13
5212,8025,Retirement,415386.8,2024-10-21
5213,5326,Retirement,485979.0,2021-01-02
5214,8219,Retirement,211686.68,2024-05-21
5215,8578,Brokerage,141687.34,2023-02-12
5216,8835,Savings,247233.54,2024-08-27
5217,1099,Retirement,81021.66,2022-03-14
5218,8289,Retirement,440601.24,2024-09-03
5219,1041,Retirement,49957.67,2022-05-22
5220,9902,Savings,247787.79,2021-03-25
5221,2837,Retirement,99656.15,2022-09-27
5222,4231,Savings,283836.49,2022-05-08
5223,1347,Savings,76321.78,2025-03-14
5224,3358,Savings,105495.39,2023-12-04
5225,9589,Savings,448012.06,2021-06-26
5226,2609,Brokerage,153591.85,2025-03-24
5227,391,Brokerage,227818.12,2022-10-31
5228,2014,Brokerage,429888.68,2021-03-02
5229,2272,Savings,346500.25,2022-09-11
5230,4743,Savings,132917.71,2022-04-13
5231,8380,Retirement,461112.75,2022-06-13
5232,5753,Retirement,223956.56,2023-08-12
5233,7914,Brokerage,178506.17,2021-07-08
5234,4357,Brokerage,365714.54,2025-06-08
5235,7613,Savings,346343.65,2021-11-01
5236,6400,Brokerage,144833.95,2024-07-03
5237,6844,Savings,292493.73,2022-10-20
5238,3780,Savings,37682.08,2020-08-10
5239,1618,Retirement,341239.21,2020-11-04
5240,5081,Retirement,217286.45,2023-01-04
5241,6565,Retirement,459915.7,2024-07-05
5242,7375,Retirement,465767.76,2025-02-09
5243,7764,Savings,213676.92,2021-11-24
5244,6568,Retirement,237732.26,2024-05-06
5245,6457,Brokerage,278880.08,2020-12-13
5246,2060,Brokerage,247567.64,2024-02-27
5247,5604,Savings,65537.55,2024-11-11
5248,7140,Retirement,161413.8,2023-11-01
5249,5254,Brokerage,30657.87,2024-06-29
5250,5960,Brokerage,140196.65,2023-10-03
5251,8803,Savings,245029.49,2022-08-24
5252,2202,Savings,276947.4,2023-01-28
5253,7990,Brokerage,231349.93,2021-01-02
5254,4901,Savings,134316.35,2022-06-07
5255,2730,Brokerage,212717.98,2020-07-29
5256,9077,Retirement,344632.53,2021-07-15
5257,6786,Savings,80934.69,2021-02-11
5258,8786,Retirement,390736.35,2024-06-15
5259,3804,Savings,260724.2,2021-10-16
5260,4516,Brokerage,26160.25,2021-01-13
5261,7848,Brokerage,149171.42,2022-12-06
5262,7075,Brokerage,289998.91,2023-02-16
5263,4027,Brokerage,399050.7,2022-10-01
5264,1438,Retirement,119821.71,2022-05-29
5265,3179,Brokerage,269712.83,2023-11-22
5266,3112,Savings,409484.37,2024-01-29
5267,3917,Brokerage,409502.67,2021-02-04
5268,1295,Brokerage,460498.96,2021-11-19
5269,8329,Retirement,332634.87,2021-08-27
5270,6562,Retirement,122053.93,2023-10-17
5271,8713,Retirement,168284.76,2022-08-29
5272,8162,Retirement,182622.99,2020-08-31
5273,4744,Retirement,72507.25,2021-06-29
5274,6434,Brokerage,168519.42,2025-06-08
5275,4530,Brokerage,203094.41,2025-04-09
5276,7496,Retirement,169953.26,2024-10-09
5277,8574,Brokerage,155277.53,2022-02-15
5278,7424,Savings,439245.92,2022-04-10
5279,3273,Savings,248343.9,2021-10-10
5280,1459,Savings,116975.63,2023-04-16
5281,5720,Retirement,477396.39,2023-12-12
5282,7079,Brokerage,326810.29,2020-08-17
5283,3332,Savings,354584.34,2021-09-12
5284,9424,Retirement,353848.37,2024-07-11
5285,8802,Retirement,330468.73,2024-08-17
5286,1119,Retirement,324929.8,2023-12-22
5287,2308,Retirement,471998.14,2024-11-26
5288,6342,Brokerage,344712.8,2025-01-14
5289,9831,Savings,373735.93,2025-04-29
5290,1817,Savings,213243.32,2020-08-01
5291,4322,Retirement,466807.12,2020-08-04
5292,5023,Savings,232616.1,2024-09-13
5293,2755,Savings,93942.73,2022-04-25
5294,8793,Retirement,64381.03,2020-12-01
5295,8606,Retirement,417437.52,2021-05-18
5296,7951,Savings,226075.02,2022-01-26
5297,7113,Retirement,280117.65,2023-06-27
5298,9933,Brokerage,40680.21,2023-06-22
5299,65,Brokerage,325764.36,2023-10-30
5300,8102,Brokerage,301392.35,2020-10-01
5301,953,Savings,392246.29,2020-11-10
5302,5126,Savings,369309.01,2025-07-08
5303,2085,Brokerage,89875.72,2024-11-23
5304,7442,Brokerage,45933.92,2024-07-07
5305,2108,Brokerage,386802.01,2021-10-08
5306,5986,Savings,32991.92,2021-04-15
5307,680,Savings,133378.19,2020-09-01
5308,5765,Savings,397237.41,2023-04-13
5309,2811,Retirement,406832.23,2022-09-01
5310,4435,Retirement,342757.12,2025-03-27
5311,2466,Brokerage,42394.49,2021-10-21
5312,5515,Retirement,201057.33,2024-04-16
5313,3864,Savings,102129.48,2021-12-15
5314,5781,Brokerage,258571.5,2021-12-23
5315,4718,Brokerage,364555.57,2022-02-12
5316,6280,Brokerage,158131.48,2024-05-11
5317,8823,Brokerage,476976.81,2021-07-08
5318,238,Brokerage,22095.4,2022-08-06
5319,8103,Retirement,153251.47,2021-05-08
5320,9754,Savings,418283.0,2025-03-13
5321,1074,Savings,133195.48,2025-06-20
5322,2616,Brokerage,66277.38,2024-08-15
5323,4639,Savings,145250.52,2021-02-11
5324,5678,Brokerage,241368.88,2021-01-20
5325,6047,Brokerage,378783.28,2024-03-06
5326,9835,Brokerage,367438.13,2021-03-22
5327,4043,Brokerage,255323.15,2023-04-25
5328,9573,Savings,469831.34,2023-03-17
5329,9258,Savings,394564.73,2022-12-28
5330,401,Brokerage,128824.09,2022-01-13
5331,65,Retirement,463575.73,2023-03-10
5332,3314,Brokerage,7144.5,2022-07-08
5333,198,Retirement,239529.32,2025-01-09
5334,9131,Brokerage,113982.86,2022-09-29
5335,5383,Savings,343177.13,2021-08-11
5336,2118,Retirement,234731.13,2021-01-28
5337,3615,Retirement,215263.41,2022-03-16
5338,5623,Retirement,217622.19,2025-03-12
5339,1063,Retirement,59273.27,2024-06-28
5340,5849,Retirement,473241.87,2021-05-12
5341,5531,Retirement,151542.24,2023-02-11
5342,1749,Retirement,231417.13,2021-02-25
5343,1595,Brokerage,454114.39,2024-08-29
5344,6657,Retirement,48405.15,2022-06-11
5345,4048,Savings,104663.68,2022-02-04
5346,9456,Savings,434330.69,2022-11-20
5347,9949,Retirement,85512.21,2022-03-04
5348,836,Brokerage,480668.37,2020-10-14
5349,5665,Brokerage,466537.42,2024-06-24
5350,1610,Brokerage,441774.64,2022-01-28
5351,3647,Savings,121028.26,2021-06-20
5352,829,Retirement,74586.74,2025-05-18
5353,8841,Savings,320237.2,2024-02-22
5354,5416,Savings,86372.46,2024-10-22
5355,4719,Retirement,233942.91,2023-12-09
5356,3527,Savings,441705.57,2024-04-02
5357,9257,Brokerage,414829.95,2020-12-15
5358,9880,Savings,431597.77,2020-09-25
5359,3622,Retirement,459074.2,2020-10-10
5360,9839,Brokerage,69759.3,2022-01-20
5361,7236,Retirement,297724.45,2025-01-19
5362,9296,Savings,392693.73,2024-05-08
5363,5162,Retirement,332318.56,2021-10-07
5364,1435,Retirement,400030.8,2023-01-26
5365,1381,Savings,40233.98,2023-02-24
5366,3064,Brokerage,11966.2,2025-04-25
5367,6416,Savings,359430.49,2022-07-10
5368,5329,Savings,39865.49,2021-09-11
5369,64,Savings,134433.6,2020-12-12
5370,4120,Brokerage,193906.39,2022-06-24
5371,3533,Retirement,129858.06,2023-10-08
5372,4113,Brokerage,410974.64,2023-01-22
5373,9232,Retirement,292060.94,2024-12-03
5374,4144,Brokerage,73936.61,2024-09-15
5375,123,Savings,23469.07,2022-01-25
5376,2462,Brokerage,459523.44,2024-11-04
5377,7233,Retirement,357490.58,2021-05-27
5378,3916,Retirement,74391.33,2025-06-07
5379,8334,Brokerage,422825.14,2021-11-12
5380,8312,Retirement,460479.06,2021-01-15
5381,5237,Savings,238613.9,2022-10-05
5382,924,Savings,457580.9,2021-03-10
5383,3087,Savings,374057.97,2021-11-30
5384,3573,Brokerage,2203.69,2022-11-15
5385,9634,Brokerage,449253.76,2023-03-27
5386,6931,Brokerage,315238.82,2023-01-18
5387,2303,Retirement,254811.88,2021-03-21
5388,6949,Savings,478456.75,2020-08-21
5389,7307,Retirement,138261.58,2021-10-02
5390,6057,Savings,203659.88,2023-01-11
5391,7856,Brokerage,274133.69,2024-03-29
5392,5064,Retirement,325382.37,2023-10-05
5393,3954,Retirement,133479.94,2025-03-14
5394,6901,Savings,104382.05,2022-12-30
5395,3012,Savings,139956.24,2020-08-10
5396,6203,Retirement,322496.15,2022-11-03
5397,6769,Savings,138948.07,2022-06-04
5398,1066,Retirement,144826.59,2023-06-19
5399,6731,Savings,96351.49,2024-05-08
5400,1984,Retirement,152867.37,2022-05-03
5401,3343,Retirement,486298.06,2025-06-07
5402,1114,Savings,180057.7,2024-11-22
5403,8188,Retirement,282285.11,2023-05-28
5404,6335,Retirement,350336.0,2022-09-01
5405,9279,Retirement,456125.16,2020-12-21
5406,6692,Retirement,393479.92,2020-10-26
5407,207,Brokerage,391748.73,2024-07-22
5408,3747,Savings,105558.59,2023-12-21
5409,5158,Brokerage,87080.85,2021-10-28
5410,6475,Savings,132383.91,2025-03-05
5411,4200,Savings,65534.24,2024-08-26
5412,143,Savings,75676.71,2024-11-07
5413,2096,Retirement,41753.5,2022-11-17
5414,4352,Retirement,173328.91,2025-07-26
5415,9632,Savings,180974.4,2021-12-20
5416,3244,Retirement,318792.89,2023-12-19
5417,3766,Retirement,195231.91,2020-11-15
5418,739,Retirement,30393.78,2024-06-30
5419,2359,Retirement,149976.9,2020-08-25
5420,941,Brokerage,307507.93,2020-09-21
5421,7732,Brokerage,270287.25,2024-08-02
5422,3616,Retirement,73404.06,2024-09-13
5423,9673,Savings,67085.48,2022-01-04
5424,265,Savings,388477.43,2022-06-12
5425,5927,Savings,377390.72,2025-07-26
5426,5102,Savings,91047.15,2020-12-28
5427,2504,Brokerage,301714.55,2025-06-14
5428,6051,Brokerage,38909.36,2022-03-14
5429,5008,Savings,194032.15,2023-05-11
5430,2181,Savings,126451.44,2024-09-29
5431,7551,Retirement,336819.89,2025-07-02
5432,9694,Retirement,95058.95,2020-08-15
5433,892,Savings,231258.05,2025-03-23
5434,3481,Savings,499354.29,2022-07-03
5435,4818,Retirement,198451.59,2025-05-02
5436,394,Brokerage,475196.43,2025-07-26
5437,7182,Savings,73693.67,2024-10-31
5438,4972,Retirement,212625.51,2023-02-13
5439,6425,Retirement,301820.94,2022-10-31
5440,9208,Brokerage,212871.95,2023-12-18
5441,80,Savings,483716.32,2021-01-17
5442,5068,Brokerage,256610.45,2023-08-01
5443,8284,Brokerage,438792.18,2023-10-18
5444,5833,Savings,3281.98,2024-07-15
5445,5358,Retirement,287537.1,2023-05-10
5446,5476,Savings,210722.69,2023-10-03
5447,9354,Retirement,395342.24,2025-07-17
5448,6177,Retirement,280610.54,2024-07-12
5449,2398,Brokerage,402632.99,2021-07-24
5450,2339,Retirement,221202.58,2021-08-11
5451,2603,Retirement,118749.04,2022-05-27
5452,4984,Savings,413093.95,2025-02-28
5453,6765,Savings,409119.01,2022-10-31
5454,9925,Savings,78651.68,2025-05-19
5455,899,Savings,339422.04,2022-06-25
5456,7660,Brokerage,92180.67,2024-03-30
5457,3948,Retirement,317206.95,2022-04-26
5458,7053,Retirement,195867.58,2023-12-25
5459,754,Retirement,45565.7,2023-07-15
5460,4887,Savings,363078.18,2025-04-02
5461,6330,Brokerage,271157.37,2024-09-21
5462,6201,Savings,194907.07,2023-10-21
5463,8228,Savings,189987.25,2022-02-10
5464,8519,Savings,258497.66,2021-04-30
5465,7715,Savings,483319.38,2021-09-04
5466,4454,Retirement,300055.8,2024-03-18
5467,4175,Brokerage,375725.33,2021-05-24
5468,5902,Brokerage,257671.44,2021-03-13
5469,7000,Savings,352174.57,2023-08-14
5470,6834,Brokerage,110921.7,2023-08-11
5471,4911,Retirement,18760.24,2022-11-16
5472,9199,Savings,110068.35,2024-04-09
5473,3856,Brokerage,269953.98,2023-02-05
5474,8921,Brokerage,56259.08,2024-03-20
5475,9492,Savings,91260.06,2023-09-29
5476,7683,Retirement,290736.58,2024-07-24
5477,2216,Savings,415452.32,2022-03-12
5478,3334,Retirement,482605.86,2024-12-06
5479,9871,Brokerage,313977.08,2022-07-22
5480,9993,Savings,402561.75,2024-06-30
5481,1492,Savings,437712.17,2024-02-22
5482,2621,Brokerage,33773.33,2022-08-01
5483,3524,Brokerage,248092.98,2021-04-18
5484,6014,Brokerage,10695.09,2022-06-28
5485,2512,Brokerage,287869.8,2021-03-30
5486,5961,Brokerage,104205.79,2021-07-14
5487,3193,Brokerage,405912.78,2023-10-08
5488,6472,Savings,378729.47,2025-01-30
5489,3553,Savings,28616.81,2023-04-02
5490,80,Savings,274423.16,2021-07-25
5491,1304,Brokerage,239942.23,2021-08-04
5492,3008,Brokerage,56707.57,2024-06-22
5493,9746,Retirement,239372.8,2024-08-01
5494,573,Brokerage,87380.89,2022-06-26
5495,5697,Savings,4174.77,2021-04-15
5496,4013,Brokerage,329858.75,2023-09-08
5497,7480,Retirement,315979.98,2025-05-01
5498,6535,Savings,347231.38,2021-08-04
5499,226,Brokerage,348073.9,2022-12-05
5500,1724,Savings,288826.23,2024-06-16
5501,1298,Retirement,184990.15,2022-04-02
5502,5616,Brokerage,409518.51,2022-11-07
5503,2854,Retirement,424217.67,2022-05-10
5504,8677,Brokerage,124875.23,2025-04-13
5505,3584,Savings,454383.66,2020-12-07
5506,7881,Brokerage,183222.61,2024-03-12
5507,1192,Retirement,138762.49,2024-08-26
5508,8075,Retirement,214858.4,2024-12-04
5509,1889,Brokerage,229924.04,2023-09-19
5510,960,Savings,343424.92,2020-09-11
5511,7409,Brokerage,62354.04,2025-07-19
5512,2305,Savings,483517.98,2021-06-06
5513,544,Retirement,21880.53,2021-10-17
5514,3890,Savings,495588.16,2021-10-17
5515,8515,Brokerage,429829.02,2025-07-23
5516,8935,Savings,97063.26,2022-06-22
5517,9305,Savings,52586.21,2022-10-25
5518,3358,Brokerage,52194.26,2024-12-26
5519,207,Brokerage,184202.23,2023-02-25
5520,9836,Savings,103420.96,2020-10-06
5521,4347,Savings,33420.32,2025-01-22
5522,3825,Brokerage,340036.75,2024-06-04
5523,5740,Brokerage,354256.42,2023-10-01
5524,6298,Brokerage,177277.71,2025-07-08
5525,704,Brokerage,39570.2,2023-04-28
5526,1831,Brokerage,215509.75,2024-11-26
5527,9241,Retirement,361401.06,2022-09-05
5528,2714,Savings,477056.96,2024-02-25
5529,3525,Brokerage,444721.38,2022-09-04
5530,8096,Savings,8419.02,2021-10-16
5531,1368,Retirement,220196.73,2021-07-12
5532,1816,Brokerage,400618.39,2023-03-26
5533,7673,Savings,266193.89,2024-06-21
5534,2224,Savings,-1435.04,2024-11-27
5535,5241,Brokerage,163211.84,2020-12-26
5536,8310,Retirement,436709.8,2023-02-05
5537,2774,Retirement,218423.86,2022-01-01
5538,258,Brokerage,81413.82,2023-10-25
5539,9395,Retirement,37253.03,2022-01-15
5540,5538,Brokerage,318561.82,2020-09-14
5541,380,Retirement,472439.03,2025-01-23
5542,196,Retirement,394930.14,2025-07-18
5543,1272,Savings,258562.47,2025-04-19
5544,1217,Brokerage,330695.41,2024-04-18
5545,451,Retirement,157787.72,2022-07-14
5546,5239,Brokerage,261446.96,2021-12-14
5547,8222,Retirement,77727.4,2022-01-25
5548,4772,Retirement,464188.86,2021-02-17
5549,7317,Brokerage,112505.86,2023-07-19
5550,8136,Savings,121504.2,2021-08-03
5551,7407,Savings,243529.43,2025-03-01
5552,114,Savings,325800.7,2023-03-17
5553,3723,Brokerage,323457.86,2023-04-18
5554,6435,Retirement,328239.08,2021-12-20
5555,661,Retirement,466550.78,2021-11-17
5556,3806,Retirement,160474.91,2021-08-03
5557,128,Brokerage,246263.06,2021-10-19
5558,2678,Retirement,79333.95,2021-06-07
5559,9748,Retirement,117399.19,2021-10-25
5560,2254,Savings,89636.11,2021-07-26
5561,423,Brokerage,422609.16,2022-10-02
5562,8965,Brokerage,60870.23,2024-09-01
5563,5915,Brokerage,40445.41,2021-08-24
5564,2583,Brokerage,412340.6,2022-02-26
5565,4189,Brokerage,210724.71,2025-05-22
5566,3203,Retirement,264752.56,2022-03-23
5567,1196,Savings,296251.65,2021-11-21
5568,5962,Brokerage,85278.93,2022-07-16
5569,680,Retirement,153973.04,2023-01-21
5570,1084,Savings,231877.19,2020-09-07
5571,4476,Retirement,399995.86,2023-04-06
5572,1454,Retirement,19757.05,2023-03-20
5573,6437,Retirement,268088.42,2023-12-02
5574,7208,Savings,214993.25,2025-06-30
5575,8360,Savings,199797.18,2025-02-20
5576,3199,Savings,326968.72,2022-08-28
5577,2680,Retirement,413876.74,2021-03-14
5578,7338,Savings,328423.39,2022-05-31
5579,414,Retirement,315533.57,2025-05-28
5580,8897,Savings,35526.23,2022-10-29
5581,4038,Savings,491244.85,2024-11-11
5582,8540,Brokerage,286662.37,2023-07-27
5583,2037,Brokerage,498381.15,2020-08-15
5584,4496,Retirement,347844.01,2023-10-20
5585,8190,Savings,198069.14,2024-02-14
5586,7193,Retirement,450570.19,2024-08-12
5587,9576,Retirement,60269.38,2024-08-10
5588,9249,Retirement,367585.72,2020-08-28
5589,1580,Retirement,14700.32,2025-04-22
5590,2512,Brokerage,222174.49,2020-09-14
5591,5021,Retirement,32926.22,2024-03-13
5592,7917,Retirement,377983.1,2025-02-15
5593,658,Brokerage,441576.57,2021-05-17
5594,3370,Savings,-2880.8,2022-12-22
5595,5735,Brokerage,149193.51,2024-05-26
5596,8271,Brokerage,217416.07,2022-08-01
5597,2228,Retirement,430329.06,2023-08-25
5598,2438,Brokerage,306720.67,2024-11-28
5599,5789,Savings,291968.3,2023-06-20
5600,2992,Savings,130225.37,2023-06-17
5601,9242,Savings,234522.18,2025-01-10
5602,3863,Retirement,352920.55,2023-10-20
5603,8174,Brokerage,489127.4,2024-08-18
5604,2809,Savings,301880.39,2020-12-12
5605,3116,Brokerage,312453.4,2020-10-30
5606,5562,Savings,233661.88,2025-03-14
5607,261,Brokerage,348514.01,2022-04-20
5608,4177,Brokerage,446611.31,2021-09-03
5609,3977,Savings,249029.73,2023-09-30
5610,6942,Brokerage,355503.04,2021-10-12
5611,8660,Retirement,381724.34,2022-05-20
5612,4689,Savings,139428.82,2023-01-07
5613,2218,Savings,224730.83,2022-04-13
5614,9594,Savings,112421.93,2022-07-10
5615,6438,Savings,170135.7,2021-11-24
5616,3929,Savings,34107.6,2021-03-21
5617,9059,Retirement,329064.29,2021-04-28
5618,6640,Brokerage,393462.19,2025-06-25
5619,2549,Retirement,120708.83,2025-05-29
5620,3699,Brokerage,427728.24,2025-06-06
5621,49,Retirement,313538.2,2020-12-27
5622,927,Brokerage,202560.76,2023-04-26
5623,3186,Brokerage,131435.7,2024-12-22
5624,969,Brokerage,127210.63,2022-08-13
5625,2183,Brokerage,184071.53,2021-12-16
5626,3216,Retirement,440530.61,2024-08-03
5627,5626,Brokerage,486007.58,2024-11-04
5628,6810,Brokerage,197581.53,2025-06-25
5629,8654,Savings,206893.0,2024-08-30
5630,3558,Brokerage,179040.74,2021-04-30
5631,527,Retirement,134348.69,2024-10-04
5632,5961,Retirement,398602.37,2022-12-21
5633,1921,Savings,453418.86,2024-06-07
5634,5022,Brokerage,131802.04,2024-10-20
5635,4760,Brokerage,37446.62,2024-12-07
5636,1725,Retirement,166464.65,2021-07-06
5637,9435,Retirement,142979.04,2022-01-01
5638,9301,Retirement,236415.89,2023-04-25
5639,4733,Brokerage,381481.17,2021-10-20
5640,1328,Savings,274877.83,2024-01-18
5641,4904,Brokerage,427428.2,2022-09-12
5642,4920,Retirement,115006.7,2022-10-04
5643,1797,Retirement,32670.15,2020-12-08
5644,1823,Brokerage,489244.76,2020-08-29
5645,6683,Retirement,374977.7,2023-08-06
5646,2845,Retirement,328616.9,2021-08-11
5647,4724,Brokerage,291251.1,2022-12-24
5648,8211,Retirement,82632.37,2024-10-07
5649,7225,Savings,98170.21,2022-10-20
5650,3513,Savings,453244.56,2021-12-30
5651,8656,Retirement,184201.88,2021-09-12
5652,9338,Brokerage,176867.47,2024-05-24
5653,35,Brokerage,229682.45,2025-06-15
5654,1954,Retirement,181134.88,2021-12-04
5655,1234,Savings,106221.83,2021-09-24
5656,4555,Retirement,441138.87,2024-05-04
5657,2907,Savings,448330.83,2022-07-09
5658,799,Retirement,478719.62,2023-11-12
5659,9138,Brokerage,126338.07,2024-03-15
5660,3221,Brokerage,7984.09,2022-06-22
5661,8244,Brokerage,65858.59,2021-05-17
5662,6628,Retirement,451564.97,2025-04-17
5663,3910,Savings,236592.43,2021-11-30
5664,6291,Brokerage,150811.95,2021-07-12
5665,778,Savings,30860.79,2024-02-18
5666,4402,Savings,204960.16,2025-06-29
5667,6976,Retirement,366872.57,2024-04-24
5668,9673,Retirement,52687.1,2022-01-16
5669,434,Retirement,403546.31,2022-03-18
5670,9748,Savings,203676.28,2020-11-20
5671,7306,Retirement,301603.64,2023-06-27
5672,2410,Brokerage,257030.72,2021-08-27
5673,8046,Savings,477654.83,2022-02-10
5674,606,Retirement,165773.51,2020-09-07
5675,6959,Brokerage,423999.67,2022-06-20
5676,4363,Retirement,37179.92,2025-07-04
5677,9525,Brokerage,46699.5,2020-08-12
5678,2699,Retirement,-3876.14,2021-11-09
5679,3130,Brokerage,204734.02,2020-10-13
5680,27,Retirement,379577.63,2021-05-26
5681,3068,Retirement,78354.03,2022-07-17
5682,8866,Retirement,393547.29,2023-10-25
5683,8380,Brokerage,317630.21,2022-10-19
5684,1849,Brokerage,25339.35,2024-10-17
5685,6408,Brokerage,128458.11,2021-04-29
5686,8979,Retirement,66210.01,2021-02-07
5687,602,Retirement,307330.99,2022-01-06
5688,6238,Savings,300277.99,2021-08-17
5689,7417,Savings,436923.67,2022-02-19
5690,2686,Brokerage,465374.77,2024-04-17
5691,1106,Retirement,37812.54,2021-10-12
5692,4419,Brokerage,124981.04,2021-09-30
5693,227,Savings,235221.25,2022-11-07
5694,8001,Brokerage,119578.92,2022-03-02
5695,8737,Retirement,29203.5,2020-11-29
5696,5800,Savings,180948.1,2022-12-14
5697,8501,Savings,462936.51,2022-05-16
5698,5277,Savings,297482.03,2023-05-31
5699,9825,Retirement,225763.44,2024-12-28
5700,5303,Savings,232621.68,2024-01-29
5701,7157,Brokerage,447172.51,2023-06-13
5702,8025,Savings,381268.05,2021-12-20
5703,8255,Brokerage,294481.87,2024-06-02
5704,471,Retirement,153767.76,2020-08-13
5705,7830,Savings,231960.59,2022-08-19
5706,9844,Savings,264994.29,2025-02-04
5707,3424,Retirement,219006.94,2024-03-31
5708,260,Retirement,152500.9,2022-06-19
5709,1634,Brokerage,181330.77,2024-10-15
5710,3579,Savings,132660.12,2024-02-14
5711,8774,Brokerage,154811.8,2020-12-11
5712,4600,Brokerage,282749.27,2021-10-03
5713,3873,Retirement,486407.68,2025-05-05
5714,7105,Savings,7835.4,2024-07-17
5715,2186,Savings,174560.16,2020-09-22
5716,9037,Savings,201956.51,2023-08-02
5717,6277,Retirement,356927.07,2021-05-15
5718,6868,Brokerage,175399.31,2022-11-18
5719,7668,Retirement,3631.01,2024-08-15
5720,7966,Retirement,421856.56,2024-08-21
5721,2809,Brokerage,23754.93,2023-06-10
5722,8199,Retirement,60412.96,2021-12-04
5723,2707,Savings,64072.87,2021-03-20
5724,5093,Savings,139284.69,2022-01-13
5725,1701,Savings,6786.39,2021-02-05
5726,2141,Retirement,169342.37,2024-06-09
5727,4807,Brokerage,248363.19,2020-10-15
5728,9938,Savings,113237.12,2024-10-10
5729,6641,Retirement,116403.38,2021-02-28
5730,2581,Retirement,318659.43,2022-12-30
5731,7711,Retirement,380711.39,2024-08-15
5732,9679,Retirement,14224.01,2023-05-29
5733,7328,Savings,446727.27,2021-10-29
5734,5940,Retirement,226667.44,2024-01-23
5735,3662,Retirement,437119.15,2020-12-07
5736,4129,Savings,405271.01,2023-09-30
5737,5778,Savings,459844.84,2023-09-26
5738,2535,Retirement,33404.51,2025-01-19
5739,2795,Retirement,468796.73,2023-01-01
5740,9025,Retirement,206750.89,2022-10-25
5741,9709,Savings,20946.13,2024-07-16
5742,8058,Retirement,385293.43,2024-11-18
5743,2586,Retirement,292439.19,2023-11-28
5744,2870,Savings,133244.27,2024-10-31
5745,7015,Retirement,438071.97,2022-05-14
5746,3425,Savings,195691.29,2021-04-26
5747,4175,Savings,436079.53,2022-12-28
5748,9237,Savings,21631.35,2023-03-15
5749,987,Brokerage,330710.59,2023-04-11
5750,5562,Retirement,14213.96,2023-09-07
5751,16,Brokerage,277936.68,2022-07-31
5752,1470,Retirement,283026.76,2023-11-18
5753,1346,Brokerage,137848.61,2022-07-11
5754,6797,Savings,368596.83,2020-12-06
5755,7697,Retirement,106794.97,2020-11-10
5756,8903,Retirement,29941.27,2022-08-02
5757,3305,Savings,470502.19,2022-09-02
5758,7899,Retirement,351243.59,2022-07-03
5759,5468,Brokerage,305588.64,2021-02-19
5760,6836,Brokerage,152707.92,2022-12-22
5761,7117,Savings,79627.38,2021-09-14
5762,4443,Brokerage,253116.63,2022-11-01
5763,2306,Brokerage,195925.56,2023-04-27
5764,4032,Brokerage,128047.96,2024-06-12
5765,6679,Brokerage,29818.65,2022-06-04
5766,9812,Retirement,260416.4,2023-08-03
5767,3095,Retirement,67681.13,2023-12-10
5768,2942,Savings,188110.73,2024-05-07
5769,5724,Savings,446016.25,2022-10-22
