CommunicationID,ClientID,DateSent,Channel,CampaignName
8476,8497,2025-03-09,Email,Reactivation Campaign
8477,5729,2023-10-13,Email,Quarterly Newsletter
8478,1203,2025-07-18,Mail,Quarterly Newsletter
8479,5016,2024-10-24,Phone,Welcome Campaign
8480,52,2024-06-18,Email,Welcome Campaign
8481,2178,2024-09-16,Phone,Reactivation Campaign
8482,4356,2024-06-21,Mail,Promotional Offer
8483,3198,2025-01-24,Phone,Promotional Offer
8484,3238,2025-05-20,Email,Quarterly Newsletter
8485,4329,2023-08-22,Phone,Welcome Campaign
8486,6602,2023-11-25,Phone,Quarterly Newsletter
8487,5131,2024-08-26,Phone,Welcome Campaign
8488,3392,2024-05-17,Email,Quarterly Newsletter
8489,2382,2025-01-17,Email,Reactivation Campaign
8490,3578,2025-03-17,Phone,Quarterly Newsletter
8491,6518,2024-09-24,Phone,Welcome Campaign
8492,2547,2025-06-06,Email,Reactivation Campaign
8493,8949,2025-02-09,Mail,Reactivation Campaign
8494,2944,2024-10-25,Mail,Welcome Campaign
8495,300,2025-05-08,Mail,Promotional Offer
8496,4426,2024-01-01,Mail,Quarterly Newsletter
8497,1237,2024-11-02,Phone,Promotional Offer
8498,5106,2025-04-18,Mail,Reactivation Campaign
8499,4897,2025-01-24,Email,Welcome Campaign
8500,889,2024-05-01,Email,Welcome Campaign
8501,8923,2024-08-16,Email,Quarterly Newsletter
8502,9757,2025-01-20,Phone,Quarterly Newsletter
8503,4369,2024-06-01,Mail,Welcome Campaign
8504,6915,2023-12-24,Mail,Welcome Campaign
8505,6099,2023-08-19,Email,Quarterly Newsletter
8506,9042,2024-06-20,Mail,Promotional Offer
8507,3293,2023-09-17,Mail,Welcome Campaign
8508,4926,2025-06-30,Mail,Welcome Campaign
8509,7349,2024-11-11,Phone,Promotional Offer
8510,4737,2025-01-30,Mail,Reactivation Campaign
8511,5218,2025-05-12,Email,Reactivation Campaign
8512,1858,2024-06-23,Email,Promotional Offer
8513,7791,2025-07-20,Phone,Reactivation Campaign
8514,6045,2025-03-09,Phone,Reactivation Campaign
8515,6759,2025-05-21,Phone,Promotional Offer
8516,4698,2024-08-14,Phone,Welcome Campaign
8517,2915,2023-08-26,Phone,Promotional Offer
8518,21,2023-09-02,Email,Reactivation Campaign
8519,4678,2023-10-15,Email,Welcome Campaign
8520,3806,2024-02-11,Email,Quarterly Newsletter
8521,3634,2024-03-21,Email,Promotional Offer
8522,4256,2025-06-13,Phone,Reactivation Campaign
8523,5298,2024-01-20,Phone,Welcome Campaign
8524,4583,2024-01-16,Phone,Promotional Offer
8525,387,2024-09-22,Phone,Welcome Campaign
8526,1259,2023-12-08,Mail,Quarterly Newsletter
8527,3096,2025-01-10,Mail,Reactivation Campaign
8528,1514,2025-03-01,Email,Quarterly Newsletter
8529,7507,2023-08-07,Phone,Reactivation Campaign
8530,6483,2023-10-26,Phone,Reactivation Campaign
8531,5115,2023-10-18,Mail,Promotional Offer
8532,1403,2024-06-18,Mail,Welcome Campaign
8533,1174,2024-07-28,Mail,Reactivation Campaign
8534,9744,2023-11-08,Email,Promotional Offer
8535,3959,2024-10-31,Mail,Quarterly Newsletter
8536,9823,2023-11-30,Mail,Welcome Campaign
8537,6557,2023-11-18,Mail,Welcome Campaign
8538,9986,2025-05-17,Mail,Welcome Campaign
8539,6788,2023-11-10,Phone,Reactivation Campaign
8540,5825,2023-10-27,Phone,Promotional Offer
8541,2144,2023-09-20,Email,Promotional Offer
8542,7014,2025-01-25,Phone,Reactivation Campaign
8543,1795,2023-08-18,Mail,Quarterly Newsletter
8544,9787,2025-07-04,Phone,Welcome Campaign
8545,2072,2023-10-27,Email,Quarterly Newsletter
8546,9226,2024-09-27,Phone,Quarterly Newsletter
8547,3777,2024-09-12,Email,Welcome Campaign
8548,7011,2025-01-27,Email,Quarterly Newsletter
8549,351,2024-02-26,Mail,Quarterly Newsletter
8550,7622,2024-07-02,Mail,Reactivation Campaign
8551,611,2024-04-25,Email,Reactivation Campaign
8552,9633,2025-03-08,Email,Promotional Offer
8553,176,2024-12-02,Email,Quarterly Newsletter
8554,9484,2024-01-20,Mail,Reactivation Campaign
8555,939,2025-03-09,Email,Quarterly Newsletter
8556,6784,2024-01-31,Email,Quarterly Newsletter
8557,2052,2024-11-01,Email,Reactivation Campaign
8558,936,2025-04-20,Email,Promotional Offer
8559,1354,2025-05-30,Mail,Promotional Offer
8560,2784,2024-12-08,Mail,Promotional Offer
8561,8612,2024-04-08,Mail,Welcome Campaign
8562,4084,2023-08-01,Phone,Promotional Offer
8563,2912,2024-09-27,Mail,Welcome Campaign
8564,1383,2024-05-01,Phone,Welcome Campaign
8565,6327,2024-03-09,Phone,Reactivation Campaign
8566,3171,2024-01-12,Email,Promotional Offer
8567,794,2023-10-02,Mail,Reactivation Campaign
8568,9466,2023-08-19,Mail,Quarterly Newsletter
8569,3292,2023-09-02,Phone,Quarterly Newsletter
8570,2114,2024-10-21,Phone,Reactivation Campaign
8571,8731,2024-12-04,Email,Reactivation Campaign
8572,9665,2024-06-20,Phone,Quarterly Newsletter
8573,4863,2025-02-08,Mail,Promotional Offer
8574,3975,2025-05-13,Mail,Reactivation Campaign
8575,5985,2024-07-18,Email,Reactivation Campaign
8576,6214,2025-01-13,Mail,Quarterly Newsletter
8577,5745,2024-04-22,Mail,Quarterly Newsletter
8578,1813,2024-02-04,Phone,Promotional Offer
8579,6053,2025-01-19,Mail,Promotional Offer
8580,2637,2024-05-29,Mail,Reactivation Campaign
8581,2154,2025-03-07,Email,Reactivation Campaign
8582,2953,2025-06-15,Mail,Reactivation Campaign
8583,6479,2024-10-01,Phone,Promotional Offer
8584,9003,2025-06-12,Email,Welcome Campaign
8585,823,2024-12-28,Phone,Reactivation Campaign
8586,5807,2025-02-06,Mail,Welcome Campaign
8587,2957,2024-02-12,Mail,Welcome Campaign
8588,7976,2023-09-21,Email,Quarterly Newsletter
8589,6229,2023-09-27,Phone,Welcome Campaign
8590,5820,2024-01-14,Email,Quarterly Newsletter
8591,459,2025-01-23,Mail,Welcome Campaign
8592,1450,2023-12-26,Mail,Welcome Campaign
8593,9034,2024-10-29,Email,Promotional Offer
8594,7027,2024-04-02,Email,Promotional Offer
8595,4592,2025-06-12,Phone,Welcome Campaign
8596,612,2025-02-18,Mail,Promotional Offer
8597,5476,2023-08-20,Email,Welcome Campaign
8598,2121,2023-11-10,Phone,Promotional Offer
8599,1819,2025-05-12,Mail,Quarterly Newsletter
8600,2623,2024-01-21,Email,Reactivation Campaign
8601,3397,2025-03-11,Phone,Welcome Campaign
8602,5260,2024-11-07,Email,Reactivation Campaign
8603,3063,2024-11-24,Phone,Reactivation Campaign
8604,8708,2023-08-20,Phone,Quarterly Newsletter
8605,9285,2023-12-11,Phone,Quarterly Newsletter
8606,5642,2024-10-23,Mail,Welcome Campaign
8607,549,2024-03-31,Email,Welcome Campaign
8608,4817,2024-01-24,Phone,Welcome Campaign
8609,5913,2024-09-26,Mail,Welcome Campaign
8610,3426,2024-11-15,Phone,Reactivation Campaign
8611,7888,2025-07-27,Mail,Promotional Offer
8612,5847,2025-04-07,Email,Welcome Campaign
8613,8894,2024-10-26,Phone,Promotional Offer
8614,3582,2023-10-03,Mail,Quarterly Newsletter
8615,2471,2023-12-27,Phone,Welcome Campaign
8616,4938,2025-05-15,Phone,Promotional Offer
8617,3078,2025-04-30,Phone,Quarterly Newsletter
8618,5812,2024-07-08,Mail,Welcome Campaign
8619,2413,2023-12-15,Email,Promotional Offer
8620,730,2025-05-21,Phone,Reactivation Campaign
8621,5156,2024-12-25,Mail,Quarterly Newsletter
8622,105,2023-11-12,Email,Quarterly Newsletter
8623,5231,2025-03-02,Phone,Welcome Campaign
8624,3078,2024-07-21,Mail,Reactivation Campaign
8625,7289,2025-05-18,Email,Welcome Campaign
8626,7823,2024-11-19,Mail,Quarterly Newsletter
8627,9575,2025-01-19,Mail,Promotional Offer
8628,426,2024-11-17,Mail,Quarterly Newsletter
8629,8876,2023-08-13,Phone,Reactivation Campaign
8630,8859,2024-01-23,Phone,Quarterly Newsletter
8631,9901,2024-12-04,Mail,Welcome Campaign
8632,3494,2023-08-08,Phone,Quarterly Newsletter
8633,8665,2023-11-01,Mail,Reactivation Campaign
8634,7810,2023-08-22,Mail,Promotional Offer
8635,1359,2025-06-30,Phone,Reactivation Campaign
8636,4023,2025-05-23,Email,Reactivation Campaign
8637,648,2024-07-17,Mail,Reactivation Campaign
8638,4436,2023-10-04,Mail,Reactivation Campaign
8639,6576,2024-08-18,Mail,Reactivation Campaign
8640,954,2025-04-20,Mail,Quarterly Newsletter
8641,6316,2024-01-14,Mail,Reactivation Campaign
8642,390,2024-04-19,Email,Quarterly Newsletter
8643,1209,2024-05-01,Email,Reactivation Campaign
8644,2066,2024-03-09,Email,Quarterly Newsletter
8645,9496,2024-05-13,Email,Quarterly Newsletter
8646,1620,2025-05-03,Phone,Welcome Campaign
8647,7513,2024-04-23,Mail,Welcome Campaign
8648,3748,2024-02-12,Phone,Welcome Campaign
8649,280,2024-12-11,Mail,Promotional Offer
8650,2731,2023-09-06,Phone,Reactivation Campaign
8651,824,2025-07-20,Phone,Quarterly Newsletter
8652,3666,2025-01-02,Email,Reactivation Campaign
8653,399,2023-11-02,Mail,Promotional Offer
8654,7300,2024-09-28,Email,Promotional Offer
8655,2665,2024-03-20,Phone,Promotional Offer
8656,6424,2023-12-15,Phone,Promotional Offer
8657,987,2025-06-23,Mail,Promotional Offer
8658,5071,2024-02-03,Email,Promotional Offer
8659,5513,2024-04-16,Email,Reactivation Campaign
8660,4677,2025-01-17,Mail,Quarterly Newsletter
8661,9840,2024-06-04,Email,Welcome Campaign
8662,768,2024-11-01,Phone,Reactivation Campaign
8663,7970,2025-05-02,Mail,Promotional Offer
8664,8618,2024-08-16,Phone,Welcome Campaign
8665,5017,2024-05-16,Email,Quarterly Newsletter
8666,6482,2023-08-01,Email,Quarterly Newsletter
8667,7093,2024-10-23,Mail,Quarterly Newsletter
8668,8014,2023-10-19,Email,Quarterly Newsletter
8669,5494,2025-03-01,Email,Quarterly Newsletter
8670,6201,2024-04-05,Phone,Reactivation Campaign
8671,9381,2024-03-30,Mail,Welcome Campaign
8672,1417,2023-07-29,Email,Welcome Campaign
8673,7054,2024-01-15,Mail,Promotional Offer
8674,1094,2025-07-20,Email,Reactivation Campaign
8675,8979,2025-02-22,Mail,Promotional Offer
8676,9520,2024-11-10,Phone,Promotional Offer
8677,7621,2024-11-11,Mail,Welcome Campaign
8678,9692,2023-11-14,Mail,Quarterly Newsletter
8679,2203,2025-06-02,Phone,Welcome Campaign
8680,5614,2024-05-03,Email,Promotional Offer
8681,1516,2023-08-22,Mail,Promotional Offer
8682,8583,2023-12-06,Mail,Reactivation Campaign
8683,9571,2025-04-22,Email,Promotional Offer
8684,340,2024-11-20,Email,Promotional Offer
8685,7800,2024-11-07,Phone,Welcome Campaign
8686,288,2024-11-16,Phone,Promotional Offer
8687,364,2023-08-26,Email,Promotional Offer
8688,1170,2024-03-06,Mail,Reactivation Campaign
8689,3980,2023-09-25,Phone,Reactivation Campaign
8690,6880,2024-04-23,Mail,Welcome Campaign
8691,880,2025-04-30,Mail,Reactivation Campaign
8692,5417,2025-04-11,Phone,Quarterly Newsletter
8693,5962,2025-06-11,Mail,Promotional Offer
8694,4820,2024-08-03,Phone,Reactivation Campaign
8695,6322,2024-04-24,Email,Promotional Offer
8696,8283,2024-12-27,Mail,Promotional Offer
8697,4058,2024-03-13,Mail,Promotional Offer
8698,1791,2025-07-22,Mail,Promotional Offer
8699,9258,2025-03-09,Email,Welcome Campaign
8700,1874,2024-01-30,Mail,Quarterly Newsletter
8701,5766,2024-09-05,Mail,Reactivation Campaign
8702,5345,2025-05-12,Mail,Promotional Offer
8703,1416,2023-11-14,Phone,Promotional Offer
8704,6072,2024-09-18,Email,Promotional Offer
8705,899,2024-01-27,Mail,Reactivation Campaign
8706,6975,2025-01-24,Phone,Reactivation Campaign
8707,6556,2025-01-08,Phone,Reactivation Campaign
8708,2317,2025-03-11,Mail,Reactivation Campaign
8709,6905,2024-06-06,Phone,Welcome Campaign
8710,2614,2024-08-17,Phone,Quarterly Newsletter
8711,3947,2025-02-20,Email,Promotional Offer
8712,4048,2024-04-13,Phone,Quarterly Newsletter
8713,3398,2024-04-13,Phone,Welcome Campaign
8714,6283,2025-07-24,Phone,Promotional Offer
8715,4552,2024-02-17,Mail,Quarterly Newsletter
8716,8152,2024-02-05,Mail,Promotional Offer
8717,1706,2024-07-14,Email,Welcome Campaign
8718,1662,2024-06-11,Email,Promotional Offer
8719,401,2025-01-19,Mail,Quarterly Newsletter
8720,9359,2024-10-04,Phone,Quarterly Newsletter
8721,2225,2024-05-09,Phone,Promotional Offer
8722,4050,2023-12-21,Email,Quarterly Newsletter
8723,1108,2024-04-30,Mail,Reactivation Campaign
8724,9114,2025-03-02,Phone,Reactivation Campaign
8725,1855,2025-04-17,Phone,Reactivation Campaign
8726,5105,2024-07-23,Email,Promotional Offer
8727,920,2024-01-24,Phone,Reactivation Campaign
8728,7013,2025-03-07,Email,Quarterly Newsletter
8729,3079,2024-07-16,Email,Reactivation Campaign
8730,6791,2024-08-27,Email,Reactivation Campaign
8731,2232,2024-08-12,Mail,Quarterly Newsletter
8732,5930,2023-10-21,Email,Welcome Campaign
8733,2387,2023-11-04,Phone,Quarterly Newsletter
8734,2683,2024-01-18,Phone,Promotional Offer
8735,3018,2024-08-04,Mail,Reactivation Campaign
8736,9342,2025-07-04,Mail,Quarterly Newsletter
8737,3969,2024-05-11,Mail,Quarterly Newsletter
8738,9982,2025-06-20,Email,Reactivation Campaign
8739,7856,2024-01-02,Mail,Promotional Offer
8740,2657,2024-02-06,Phone,Promotional Offer
8741,1865,2024-04-12,Email,Welcome Campaign
8742,4348,2024-04-23,Mail,Promotional Offer
8743,6119,2024-07-17,Phone,Quarterly Newsletter
8744,240,2024-12-22,Mail,Welcome Campaign
8745,7945,2024-02-28,Phone,Promotional Offer
8746,711,2025-04-16,Phone,Promotional Offer
8747,822,2024-07-25,Mail,Promotional Offer
8748,3659,2025-04-05,Mail,Welcome Campaign
8749,2921,2024-06-23,Email,Quarterly Newsletter
8750,7856,2025-06-01,Phone,Welcome Campaign
8751,8085,2025-02-22,Phone,Promotional Offer
8752,3833,2024-03-30,Mail,Reactivation Campaign
8753,1586,2023-09-01,Phone,Quarterly Newsletter
8754,41,2024-11-19,Phone,Welcome Campaign
8755,1595,2024-03-31,Phone,Reactivation Campaign
8756,9251,2024-03-09,Phone,Quarterly Newsletter
8757,9749,2025-02-11,Email,Quarterly Newsletter
8758,6032,2024-02-27,Phone,Welcome Campaign
8759,634,2024-01-17,Email,Reactivation Campaign
8760,8362,2024-12-25,Phone,Welcome Campaign
8761,2284,2024-03-12,Phone,Reactivation Campaign
8762,9031,2025-05-19,Email,Reactivation Campaign
8763,947,2023-08-03,Mail,Reactivation Campaign
8764,5972,2024-05-09,Email,Promotional Offer
8765,8810,2025-02-26,Email,Reactivation Campaign
8766,4707,2025-05-29,Email,Quarterly Newsletter
8767,7851,2023-09-12,Mail,Reactivation Campaign
8768,7251,2024-10-22,Mail,Promotional Offer
8769,2692,2024-01-13,Phone,Reactivation Campaign
8770,6386,2024-02-07,Mail,Promotional Offer
8771,7699,2025-04-28,Phone,Quarterly Newsletter
8772,2075,2024-05-16,Email,Reactivation Campaign
8773,457,2024-08-17,Mail,Quarterly Newsletter
8774,3492,2024-02-27,Email,Reactivation Campaign
8775,4288,2024-10-25,Phone,Promotional Offer
8776,7719,2025-01-07,Phone,Reactivation Campaign
8777,3349,2025-04-20,Phone,Promotional Offer
8778,5500,2024-11-25,Mail,Quarterly Newsletter
8779,8405,2024-12-12,Email,Welcome Campaign
8780,6648,2023-09-03,Mail,Quarterly Newsletter
8781,3838,2024-10-08,Email,Promotional Offer
8782,57,2025-06-10,Phone,Welcome Campaign
8783,2625,2024-10-09,Mail,Promotional Offer
8784,2725,2024-04-14,Mail,Quarterly Newsletter
8785,93,2025-01-14,Email,Quarterly Newsletter
8786,2278,2024-12-05,Email,Promotional Offer
8787,2205,2023-10-01,Phone,Promotional Offer
8788,1758,2024-12-23,Mail,Welcome Campaign
8789,9558,2023-10-19,Phone,Welcome Campaign
8790,8839,2024-04-20,Phone,Quarterly Newsletter
8791,9723,2025-06-05,Mail,Quarterly Newsletter
8792,4737,2024-08-20,Phone,Welcome Campaign
8793,1775,2024-06-10,Phone,Quarterly Newsletter
8794,7446,2024-12-22,Email,Quarterly Newsletter
8795,5070,2025-05-21,Mail,Reactivation Campaign
8796,2490,2023-11-12,Mail,Welcome Campaign
8797,1033,2024-02-11,Email,Quarterly Newsletter
8798,1111,2023-07-30,Mail,Reactivation Campaign
8799,5989,2024-05-01,Email,Quarterly Newsletter
8800,8042,2024-02-07,Mail,Reactivation Campaign
8801,3964,2024-07-25,Phone,Promotional Offer
8802,4886,2025-03-11,Phone,Quarterly Newsletter
8803,2760,2025-07-11,Phone,Quarterly Newsletter
8804,264,2023-09-11,Email,Welcome Campaign
8805,7322,2024-08-08,Email,Welcome Campaign
8806,2312,2024-07-30,Mail,Promotional Offer
8807,4868,2023-12-18,Mail,Reactivation Campaign
8808,7032,2024-04-30,Email,Welcome Campaign
8809,155,2023-08-04,Email,Reactivation Campaign
8810,6286,2024-12-10,Email,Reactivation Campaign
8811,3771,2023-11-26,Email,Promotional Offer
8812,352,2024-12-13,Email,Welcome Campaign
8813,758,2025-06-05,Mail,Quarterly Newsletter
8814,7743,2023-11-15,Phone,Welcome Campaign
8815,1756,2024-05-28,Email,Promotional Offer
8816,5565,2024-10-16,Mail,Promotional Offer
8817,3848,2023-10-21,Mail,Welcome Campaign
8818,837,2024-04-20,Phone,Quarterly Newsletter
8819,1197,2024-12-23,Mail,Promotional Offer
8820,3512,2023-11-20,Email,Quarterly Newsletter
8821,2805,2023-11-20,Phone,Promotional Offer
8822,2456,2024-11-03,Mail,Quarterly Newsletter
8823,822,2024-03-21,Mail,Quarterly Newsletter
8824,4631,2023-12-18,Phone,Quarterly Newsletter
8825,5285,2023-08-07,Email,Promotional Offer
8826,6941,2024-01-27,Mail,Quarterly Newsletter
8827,6704,2024-11-23,Email,Quarterly Newsletter
8828,6398,2024-12-28,Phone,Welcome Campaign
8829,8676,2024-04-29,Phone,Promotional Offer
8830,813,2025-06-03,Mail,Quarterly Newsletter
8831,5109,2023-11-29,Email,Promotional Offer
8832,8068,2024-08-28,Mail,Reactivation Campaign
8833,1121,2023-08-13,Mail,Promotional Offer
8834,7881,2023-10-24,Mail,Promotional Offer
8835,7678,2024-10-13,Phone,Welcome Campaign
8836,5429,2025-04-01,Email,Reactivation Campaign
8837,7329,2025-04-12,Phone,Reactivation Campaign
8838,4523,2023-12-11,Mail,Welcome Campaign
8839,6869,2025-05-22,Phone,Quarterly Newsletter
8840,2322,2024-08-07,Email,Reactivation Campaign
8841,7358,2023-12-29,Mail,Reactivation Campaign
8842,6479,2024-10-14,Phone,Welcome Campaign
8843,5607,2024-11-03,Mail,Quarterly Newsletter
8844,8213,2024-03-06,Email,Quarterly Newsletter
8845,2698,2024-03-19,Mail,Promotional Offer
8846,9090,2025-04-22,Mail,Welcome Campaign
8847,4153,2023-12-06,Email,Quarterly Newsletter
8848,8355,2023-12-14,Email,Reactivation Campaign
8849,539,2024-10-15,Email,Welcome Campaign
8850,4505,2024-04-30,Mail,Reactivation Campaign
8851,6783,2025-05-14,Phone,Promotional Offer
8852,1954,2024-11-14,Mail,Welcome Campaign
8853,8094,2024-01-13,Email,Quarterly Newsletter
8854,1162,2025-07-26,Phone,Welcome Campaign
8855,6733,2024-10-26,Mail,Welcome Campaign
8856,1618,2025-07-19,Email,Promotional Offer
8857,8072,2025-05-25,Mail,Promotional Offer
8858,6353,2024-05-21,Mail,Welcome Campaign
8859,4152,2024-02-11,Phone,Welcome Campaign
8860,8692,2025-01-07,Mail,Promotional Offer
8861,4187,2024-03-14,Phone,Promotional Offer
8862,4640,2023-08-12,Email,Promotional Offer
8863,2896,2023-09-15,Email,Promotional Offer
8864,7176,2023-10-04,Mail,Promotional Offer
8865,3898,2024-07-18,Mail,Welcome Campaign
8866,1968,2024-04-19,Phone,Quarterly Newsletter
8867,4866,2025-01-19,Email,Reactivation Campaign
8868,9829,2025-04-04,Phone,Promotional Offer
8869,1395,2025-03-11,Email,Reactivation Campaign
8870,2550,2024-03-25,Email,Quarterly Newsletter
8871,8742,2025-03-23,Mail,Quarterly Newsletter
8872,5061,2023-11-25,Email,Welcome Campaign
8873,9670,2023-11-07,Mail,Quarterly Newsletter
8874,5512,2024-04-24,Email,Welcome Campaign
8875,2069,2025-05-17,Mail,Welcome Campaign
8876,5808,2023-10-29,Phone,Promotional Offer
8877,2502,2023-12-08,Mail,Welcome Campaign
8878,2880,2024-11-22,Email,Quarterly Newsletter
8879,2772,2024-11-15,Mail,Welcome Campaign
8880,609,2025-05-29,Email,Promotional Offer
8881,639,2024-02-16,Phone,Reactivation Campaign
8882,4095,2024-05-13,Email,Welcome Campaign
8883,8124,2023-10-21,Phone,Welcome Campaign
8884,1499,2025-03-14,Email,Promotional Offer
8885,2503,2025-01-08,Email,Reactivation Campaign
8886,3244,2025-06-24,Mail,Welcome Campaign
8887,7892,2024-04-20,Email,Welcome Campaign
8888,3667,2025-03-21,Phone,Promotional Offer
8889,5178,2024-12-08,Mail,Quarterly Newsletter
8890,1011,2024-07-13,Email,Welcome Campaign
8891,2483,2025-06-25,Mail,Promotional Offer
8892,6710,2024-05-06,Email,Reactivation Campaign
8893,1765,2023-12-10,Mail,Reactivation Campaign
8894,2725,2024-08-12,Email,Reactivation Campaign
8895,4479,2024-04-13,Mail,Quarterly Newsletter
8896,8463,2025-03-26,Phone,Quarterly Newsletter
8897,1160,2025-01-27,Mail,Promotional Offer
8898,563,2024-02-21,Phone,Welcome Campaign
8899,4020,2024-12-23,Email,Promotional Offer
8900,2335,2023-08-27,Mail,Promotional Offer
8901,358,2025-03-05,Phone,Reactivation Campaign
8902,8387,2024-05-29,Phone,Quarterly Newsletter
8903,7102,2024-10-13,Mail,Welcome Campaign
8904,9109,2023-11-13,Email,Quarterly Newsletter
8905,6630,2025-05-10,Email,Quarterly Newsletter
8906,1200,2024-05-16,Phone,Reactivation Campaign
8907,4510,2024-08-22,Email,Reactivation Campaign
8908,2312,2023-09-18,Email,Reactivation Campaign
8909,4192,2024-12-11,Phone,Welcome Campaign
8910,288,2023-08-11,Email,Reactivation Campaign
8911,6661,2024-09-04,Email,Promotional Offer
8912,8041,2024-09-16,Phone,Reactivation Campaign
8913,9008,2024-10-25,Mail,Quarterly Newsletter
8914,2243,2023-11-06,Mail,Welcome Campaign
8915,7627,2023-08-27,Mail,Promotional Offer
8916,9619,2024-06-21,Email,Quarterly Newsletter
8917,3678,2023-12-14,Mail,Reactivation Campaign
8918,8576,2024-04-13,Email,Welcome Campaign
8919,129,2024-01-02,Email,Welcome Campaign
8920,3936,2023-10-13,Email,Reactivation Campaign
8921,8343,2025-03-14,Phone,Promotional Offer
8922,7435,2023-08-12,Mail,Quarterly Newsletter
8923,1,2025-06-03,Mail,Reactivation Campaign
8924,4660,2023-12-05,Email,Quarterly Newsletter
8925,7138,2024-02-24,Email,Reactivation Campaign
8926,8631,2023-11-01,Email,Welcome Campaign
8927,9632,2025-06-11,Phone,Welcome Campaign
8928,7959,2024-05-25,Phone,Promotional Offer
8929,7582,2025-04-23,Phone,Quarterly Newsletter
8930,1384,2024-09-17,Phone,Quarterly Newsletter
8931,407,2024-03-24,Phone,Promotional Offer
8932,5645,2025-01-29,Email,Promotional Offer
8933,9683,2024-03-31,Mail,Welcome Campaign
8934,2011,2024-03-14,Phone,Promotional Offer
8935,3319,2025-01-03,Phone,Reactivation Campaign
8936,4852,2025-04-24,Mail,Promotional Offer
8937,2252,2025-02-22,Email,Welcome Campaign
8938,6818,2024-09-14,Email,Quarterly Newsletter
8939,5506,2025-03-06,Phone,Quarterly Newsletter
8940,9471,2024-12-28,Email,Quarterly Newsletter
8941,8225,2024-11-23,Email,Welcome Campaign
8942,4921,2024-10-16,Phone,Reactivation Campaign
8943,5175,2024-04-09,Email,Quarterly Newsletter
8944,8106,2024-05-20,Email,Quarterly Newsletter
8945,9763,2025-04-03,Email,Reactivation Campaign
8946,5927,2025-05-04,Phone,Quarterly Newsletter
8947,2626,2025-03-02,Email,Reactivation Campaign
8948,8708,2023-12-09,Mail,Quarterly Newsletter
8949,4495,2023-12-15,Phone,Promotional Offer
8950,2805,2024-05-15,Email,Reactivation Campaign
8951,1550,2023-10-21,Phone,Reactivation Campaign
8952,307,2025-06-20,Mail,Quarterly Newsletter
8953,4192,2023-12-22,Email,Reactivation Campaign
8954,9711,2024-12-06,Email,Welcome Campaign
8955,561,2024-01-18,Mail,Promotional Offer
8956,6150,2024-10-26,Email,Reactivation Campaign
8957,7606,2024-08-21,Email,Promotional Offer
8958,1578,2023-10-13,Email,Reactivation Campaign
8959,9349,2024-06-08,Mail,Welcome Campaign
8960,4017,2023-10-21,Email,Reactivation Campaign
8961,2367,2025-04-19,Phone,Quarterly Newsletter
8962,6922,2023-11-18,Phone,Reactivation Campaign
8963,4869,2025-02-18,Phone,Quarterly Newsletter
8964,4175,2024-07-31,Email,Quarterly Newsletter
8965,5985,2024-04-17,Email,Quarterly Newsletter
8966,6072,2025-07-23,Mail,Reactivation Campaign
8967,2757,2023-11-28,Email,Reactivation Campaign
8968,3703,2023-11-24,Phone,Promotional Offer
8969,8080,2023-10-09,Mail,Reactivation Campaign
8970,3295,2025-04-04,Email,Promotional Offer
8971,2066,2023-09-18,Email,Reactivation Campaign
8972,4439,2024-02-04,Mail,Welcome Campaign
8973,8050,2024-12-04,Phone,Promotional Offer
8974,3885,2024-09-06,Email,Welcome Campaign
8975,2740,2023-08-14,Mail,Quarterly Newsletter
8976,7152,2024-05-20,Email,Welcome Campaign
8977,2377,2024-04-04,Email,Promotional Offer
8978,1291,2024-03-15,Mail,Promotional Offer
8979,686,2025-06-05,Phone,Promotional Offer
8980,4777,2024-11-01,Email,Quarterly Newsletter
8981,9691,2024-07-19,Email,Promotional Offer
8982,2787,2023-08-28,Phone,Welcome Campaign
8983,3896,2024-07-18,Mail,Quarterly Newsletter
8984,3975,2025-07-04,Mail,Quarterly Newsletter
8985,1270,2025-02-22,Mail,Welcome Campaign
8986,9983,2024-09-25,Phone,Welcome Campaign
8987,1976,2024-05-24,Email,Welcome Campaign
8988,9468,2024-09-07,Phone,Promotional Offer
8989,5811,2025-01-27,Mail,Reactivation Campaign
8990,6653,2025-03-01,Mail,Quarterly Newsletter
8991,6676,2025-04-09,Mail,Reactivation Campaign
8992,4049,2024-12-23,Mail,Reactivation Campaign
8993,3667,2024-07-29,Phone,Welcome Campaign
8994,461,2023-09-07,Mail,Reactivation Campaign
8995,9023,2023-12-15,Mail,Quarterly Newsletter
8996,51,2024-10-31,Email,Welcome Campaign
8997,4772,2024-01-05,Email,Reactivation Campaign
8998,2691,2023-08-03,Mail,Promotional Offer
8999,5668,2025-07-21,Mail,Welcome Campaign
9000,8629,2025-01-09,Phone,Promotional Offer
9001,9675,2024-05-12,Email,Promotional Offer
9002,2116,2023-12-18,Mail,Welcome Campaign
9003,9813,2024-06-16,Email,Promotional Offer
9004,8518,2024-10-25,Mail,Promotional Offer
9005,7901,2024-02-06,Email,Reactivation Campaign
9006,9468,2023-10-16,Email,Reactivation Campaign
9007,4888,2024-02-05,Phone,Quarterly Newsletter
9008,6815,2025-01-13,Email,Reactivation Campaign
9009,8676,2024-02-25,Mail,Welcome Campaign
9010,2402,2025-02-08,Phone,Quarterly Newsletter
9011,9577,2024-09-15,Phone,Reactivation Campaign
