TransactionID,AccountID,TransactionDate,TransactionType,Amount
14967,19598,2023-03-07,Deposit,13223.02
14968,9934,2022-09-17,Trade,48503.3
14969,5201,2021-11-20,Withdrawal,15366.3
14970,13568,2020-08-24,Withdrawal,7435.65
14971,19003,2022-05-18,Trade,47557.86
14972,16944,2025-07-26,Trade,10894.12
14973,12324,2022-09-23,Withdrawal,48296.1
14974,5207,2024-03-18,Trade,8688.51
14975,11464,2023-04-07,Trade,36149.15
14976,166,2023-04-14,Withdrawal,25837.41
14977,10719,2022-06-09,Trade,24512.28
14978,17489,2021-03-15,Withdrawal,43307.77
14979,17631,2021-01-23,Trade,14706.96
14980,11233,2024-10-01,Deposit,43211.12
14981,1444,2023-06-22,Trade,31672.46
14982,5797,2021-10-05,Trade,16398.04
14983,16912,2024-04-27,Trade,40993.13
14984,13304,2022-07-21,Withdrawal,36624.86
14985,4769,2025-05-11,Deposit,41488.12
14986,1109,2021-03-06,Trade,31365.19
14987,18028,2020-12-26,Withdrawal,43299.84
14988,140,2025-07-13,Trade,2542.08
14989,8920,2025-04-08,Deposit,45041.78
14990,11971,2021-02-06,Withdrawal,21317.6
14991,6080,2022-02-08,Withdrawal,46631.73
14992,13698,2020-10-28,Trade,4744.65
14993,5517,2023-12-24,Trade,21644.62
14994,5611,2021-03-25,Deposit,8812.85
14995,1001,2022-07-29,Withdrawal,14624.62
14996,19153,2022-11-23,Deposit,37595.01
14997,15903,2022-09-03,Withdrawal,27720.94
14998,17683,2020-08-31,Deposit,37266.31
14999,15642,2025-05-15,Withdrawal,31556.17
15000,16062,2023-11-04,Deposit,22391.63
15001,9300,2023-03-25,Deposit,39094.88
15002,17316,2024-11-26,Deposit,24734.07
15003,961,2022-12-29,Withdrawal,11355.28
15004,10671,2022-02-25,Trade,32425.61
15005,11024,2023-09-13,Deposit,41065.62
15006,10077,2023-05-07,Withdrawal,43165.4
15007,9952,2023-07-24,Deposit,47888.97
15008,3275,2023-12-10,Trade,47583.18
15009,15231,2025-01-24,Withdrawal,33990.69
15010,1218,2022-12-24,Withdrawal,29514.27
15011,7835,2022-12-03,Trade,20939.93
15012,17918,2022-10-15,Withdrawal,19150.6
15013,5859,2025-01-20,Deposit,4662.99
15014,13541,2022-01-02,Deposit,48675.66
15015,9730,2021-06-13,Trade,15953.79
15016,12637,2021-06-20,Withdrawal,6457.52
15017,12531,2022-02-04,Trade,6870.7
15018,11629,2025-05-05,Trade,18763.53
15019,13926,2021-01-30,Deposit,15690.8
15020,5876,2025-02-20,Deposit,7377.3
15021,2069,2021-12-18,Withdrawal,7900.95
15022,6439,2020-10-19,Withdrawal,14886.23
15023,1295,2021-02-04,Trade,33170.63
15024,2226,2024-08-24,Withdrawal,30744.14
15025,1241,2023-09-09,Trade,40583.0
15026,9980,2023-02-06,Withdrawal,23324.89
15027,11694,2021-12-09,Deposit,25801.57
15028,10375,2023-09-21,Trade,22914.39
15029,9139,2022-10-12,Deposit,35969.86
15030,7664,2024-12-31,Deposit,6485.9
15031,18310,2021-10-12,Deposit,13432.55
15032,9290,2023-12-21,Deposit,382.6
15033,6595,2024-01-02,Withdrawal,38819.54
15034,17595,2021-02-18,Withdrawal,26377.64
15035,5964,2025-07-25,Deposit,6089.24
15036,17585,2022-08-04,Withdrawal,20955.92
15037,8395,2021-04-19,Withdrawal,10743.18
15038,10162,2022-03-10,Deposit,21264.13
15039,12148,2022-07-02,Withdrawal,36911.04
15040,27,2021-01-26,Trade,43156.6
15041,6354,2023-09-17,Trade,31843.94
15042,12497,2023-10-22,Deposit,44481.05
15043,17903,2022-04-21,Trade,7727.16
15044,8952,2020-08-29,Withdrawal,18874.87
15045,17870,2023-04-11,Deposit,3728.17
15046,4353,2025-01-25,Trade,4986.96
15047,2993,2022-02-08,Trade,10586.33
15048,13096,2022-04-11,Trade,36914.07
15049,3971,2023-08-03,Withdrawal,46799.46
15050,4760,2021-11-26,Withdrawal,23455.48
15051,6321,2022-02-06,Trade,14831.85
15052,3087,2023-01-18,Deposit,42950.07
15053,8085,2021-11-23,Withdrawal,9382.42
15054,6677,2024-10-16,Deposit,35587.42
15055,18964,2024-08-14,Withdrawal,39463.71
15056,14141,2022-11-16,Trade,23424.07
15057,6640,2024-10-23,Withdrawal,42485.54
15058,13810,2021-04-10,Trade,4130.54
15059,11163,2022-08-15,Trade,12135.59
15060,1451,2025-03-20,Deposit,7698.13
15061,17429,2022-05-27,Deposit,38436.26
15062,19359,2021-02-28,Withdrawal,1248.67
15063,11206,2021-02-20,Trade,42582.82
15064,17908,2020-11-20,Deposit,12500.7
15065,16897,2022-12-21,Deposit,40976.86
15066,6094,2025-07-03,Trade,13676.73
15067,19586,2020-11-08,Deposit,35756.08
15068,9185,2024-11-06,Withdrawal,37448.56
15069,5885,2022-03-29,Withdrawal,31880.05
15070,2859,2023-03-03,Trade,25972.57
15071,12514,2024-05-08,Deposit,48810.64
15072,14129,2025-01-21,Deposit,23812.67
15073,10585,2021-01-11,Withdrawal,8139.99
15074,13330,2021-07-12,Trade,3883.22
15075,3617,2024-01-24,Deposit,20597.47
15076,4870,2024-03-09,Trade,3263.31
15077,16112,2022-11-28,Trade,47046.68
15078,13461,2025-05-08,Withdrawal,42558.4
15079,7130,2024-05-21,Withdrawal,13689.06
15080,14926,2023-02-22,Deposit,47455.17
15081,15296,2021-11-07,Trade,35594.37
15082,18657,2022-07-09,Trade,40793.47
15083,4816,2023-04-18,Trade,7055.67
15084,15279,2020-08-05,Deposit,42987.13
15085,12534,2023-08-10,Deposit,47467.93
15086,14371,2022-02-20,Trade,6711.8
15087,7415,2022-11-18,Deposit,36892.18
15088,7148,2023-06-21,Withdrawal,21792.48
15089,17846,2024-08-18,Withdrawal,27833.98
15090,4126,2021-01-02,Deposit,42144.86
15091,5504,2020-11-21,Withdrawal,11484.39
15092,4612,2023-04-10,Deposit,19820.64
15093,10176,2024-06-11,Withdrawal,20921.95
15094,905,2022-07-10,Trade,33987.54
15095,2537,2021-09-28,Deposit,12501.41
15096,4373,2025-04-23,Deposit,16272.77
15097,670,2022-08-11,Deposit,48274.67
15098,7044,2023-09-18,Withdrawal,4921.81
15099,9888,2023-01-08,Trade,33407.94
15100,11278,2024-04-28,Trade,38765.62
15101,1709,2023-07-01,Deposit,44323.5
15102,7516,2024-04-10,Trade,20412.69
15103,13696,2021-01-11,Withdrawal,40222.81
15104,17563,2025-05-10,Trade,20547.75
15105,18670,2021-03-19,Trade,15103.51
15106,1092,2022-04-17,Withdrawal,27149.43
15107,1986,2025-03-14,Deposit,32097.5
15108,4617,2020-08-27,Trade,24081.65
15109,625,2021-11-15,Withdrawal,11722.98
15110,6735,2023-07-17,Trade,4591.15
15111,10978,2025-03-13,Deposit,31011.47
15112,7999,2023-07-26,Deposit,49844.94
15113,5669,2024-01-14,Deposit,20710.46
15114,19358,2025-05-07,Deposit,10788.29
15115,16781,2023-04-12,Trade,33058.17
15116,11722,2021-06-15,Deposit,9352.0
15117,697,2020-12-25,Trade,25961.15
15118,8705,2023-07-27,Withdrawal,24972.25
15119,9367,2021-03-28,Withdrawal,2704.39
15120,14445,2022-12-23,Deposit,49414.7
15121,40,2023-03-04,Deposit,19184.15
15122,12957,2020-08-09,Trade,38139.82
15123,14693,2022-05-05,Deposit,24880.43
15124,4439,2023-02-05,Deposit,46708.77
15125,19329,2023-09-16,Deposit,20785.15
15126,8459,2025-05-03,Deposit,12079.23
15127,12292,2023-12-20,Withdrawal,48568.86
15128,18527,2024-08-03,Trade,46437.54
15129,15718,2024-10-31,Withdrawal,40083.35
15130,9947,2024-07-18,Deposit,43276.4
15131,6320,2023-02-10,Deposit,30519.74
15132,1232,2023-05-23,Trade,19031.53
15133,19445,2020-08-07,Withdrawal,30179.68
15134,11944,2025-04-10,Trade,49828.52
15135,7227,2022-05-18,Withdrawal,25434.14
15136,4611,2024-10-17,Withdrawal,49459.6
15137,7739,2022-03-11,Withdrawal,42329.1
15138,6259,2023-01-14,Deposit,26554.84
15139,5833,2020-10-28,Deposit,35398.74
15140,6328,2024-10-14,Deposit,45286.14
15141,19100,2022-06-04,Deposit,16042.66
15142,14304,2020-12-12,Trade,19287.75
15143,7857,2021-02-27,Deposit,24978.55
15144,9135,2024-04-18,Withdrawal,12029.52
15145,14019,2025-05-17,Deposit,24059.66
15146,6752,2022-01-18,Deposit,9651.07
15147,14265,2023-12-12,Deposit,44573.17
15148,11876,2021-05-18,Trade,5785.18
15149,16446,2023-08-18,Trade,28309.23
15150,12664,2021-08-08,Deposit,26413.77
15151,17823,2021-09-04,Deposit,10494.47
15152,16334,2021-06-10,Trade,10170.53
15153,1474,2024-11-12,Withdrawal,27102.1
15154,1428,2022-05-08,Deposit,21878.0
15155,11658,2024-09-09,Deposit,11000.38
15156,12739,2022-04-22,Trade,23748.52
15157,5175,2025-03-14,Withdrawal,10802.9
15158,17480,2021-10-26,Deposit,31117.34
15159,18225,2025-06-12,Trade,8331.13
15160,8458,2023-09-10,Deposit,45841.3
15161,3943,2021-05-22,Deposit,4942.76
15162,13245,2022-01-11,Deposit,30891.13
15163,9645,2022-09-24,Withdrawal,45518.7
15164,6815,2025-05-06,Deposit,45457.32
15165,19005,2023-06-22,Withdrawal,17501.59
15166,6297,2025-06-03,Deposit,36164.87
15167,10439,2025-06-12,Deposit,35117.11
15168,1326,2021-02-21,Withdrawal,31827.83
15169,16158,2022-07-11,Withdrawal,30086.8
15170,12161,2022-10-19,Deposit,42459.17
15171,1587,2023-05-28,Trade,48384.46
15172,15096,2022-02-26,Deposit,17843.99
15173,796,2024-07-25,Deposit,23602.96
15174,1734,2023-09-10,Deposit,31875.68
15175,7457,2024-08-10,Withdrawal,19197.61
15176,12465,2024-10-02,Withdrawal,42546.08
15177,19054,2022-05-07,Deposit,22719.55
15178,17267,2023-10-10,Deposit,2316.29
15179,13562,2023-07-22,Deposit,19227.6
15180,2600,2021-01-27,Withdrawal,3836.51
15181,14677,2024-03-17,Trade,28539.14
15182,12558,2023-10-05,Withdrawal,8601.7
15183,19369,2025-07-13,Deposit,14858.04
15184,6935,2020-09-07,Withdrawal,35483.5
15185,14526,2022-08-31,Trade,36308.15
15186,1868,2025-03-04,Withdrawal,4192.16
15187,10583,2022-02-09,Withdrawal,32360.02
15188,17338,2022-01-12,Withdrawal,26189.59
15189,13752,2023-01-15,Trade,9987.56
15190,14402,2025-06-10,Deposit,22746.3
15191,10179,2025-03-31,Deposit,9480.89
15192,6184,2020-12-03,Withdrawal,33134.9
15193,11256,2025-05-11,Deposit,41024.29
15194,13532,2023-09-06,Deposit,23625.77
15195,10789,2024-05-06,Withdrawal,39436.62
15196,4870,2023-10-01,Deposit,43177.87
15197,5809,2022-08-01,Deposit,23801.53
15198,5614,2021-12-04,Withdrawal,48163.85
15199,14573,2024-08-31,Withdrawal,26266.47
15200,15379,2022-06-23,Deposit,21671.7
15201,10177,2024-04-06,Trade,3661.07
15202,7615,2023-10-27,Deposit,2695.12
15203,4417,2022-09-19,Trade,11005.75
15204,10524,2020-11-08,Trade,18547.36
15205,17195,2021-01-27,Withdrawal,19631.08
15206,14999,2024-04-29,Withdrawal,679.42
15207,14633,2025-04-07,Deposit,31347.24
15208,2402,2023-08-02,Trade,27195.0
15209,2340,2022-06-02,Trade,25048.39
15210,14297,2024-09-09,Deposit,42456.37
15211,2825,2023-04-14,Withdrawal,17038.26
15212,16367,2022-03-18,Withdrawal,25188.83
15213,16912,2025-04-23,Trade,49087.24
15214,18316,2022-03-10,Trade,33014.09
15215,6884,2021-08-09,Trade,33484.43
15216,7226,2023-07-11,Withdrawal,17942.67
15217,12960,2022-02-04,Trade,3960.25
15218,17218,2020-09-25,Deposit,31342.92
15219,232,2023-05-30,Trade,16762.61
15220,16265,2021-05-23,Trade,3437.32
15221,7275,2022-08-31,Trade,36390.82
15222,5527,2024-10-17,Withdrawal,41353.8
15223,10348,2020-10-20,Deposit,48090.01
15224,13385,2020-10-14,Deposit,31663.93
15225,19353,2023-03-07,Withdrawal,1667.37
15226,11090,2022-06-30,Withdrawal,40639.13
15227,402,2022-02-13,Deposit,16859.77
15228,575,2022-02-28,Withdrawal,17811.88
15229,19019,2021-10-28,Withdrawal,22813.07
15230,9345,2024-10-23,Trade,25268.23
15231,2776,2024-10-25,Withdrawal,46939.16
15232,12978,2024-08-07,Deposit,21883.56
15233,19305,2021-12-22,Withdrawal,42003.17
15234,2389,2023-07-03,Withdrawal,41676.67
15235,8440,2021-04-10,Withdrawal,45616.33
15236,8914,2025-06-11,Trade,10414.0
15237,9936,2023-04-03,Withdrawal,15446.77
15238,14954,2021-11-03,Withdrawal,6895.97
15239,7804,2022-06-26,Deposit,17070.13
15240,8402,2022-02-05,Trade,44540.24
15241,8786,2024-12-29,Deposit,11542.55
15242,19149,2024-06-22,Deposit,42309.19
15243,4358,2022-11-02,Trade,24341.81
15244,16570,2020-12-21,Withdrawal,7815.3
15245,15643,2021-11-14,Deposit,21660.18
15246,18647,2025-02-05,Trade,7656.16
15247,9515,2023-05-10,Deposit,28710.97
15248,16177,2024-12-15,Deposit,12477.39
15249,1064,2021-05-19,Deposit,45355.58
15250,6204,2023-08-05,Withdrawal,30599.54
15251,17896,2024-06-22,Deposit,32826.2
15252,16857,2022-05-06,Withdrawal,9074.37
15253,12005,2021-02-24,Withdrawal,23207.94
15254,16865,2024-03-01,Withdrawal,41050.25
15255,12342,2024-10-19,Deposit,1881.97
15256,5216,2024-06-18,Trade,30283.46
15257,10889,2024-03-04,Trade,27234.64
15258,8391,2023-11-01,Withdrawal,42281.16
15259,19143,2021-05-15,Withdrawal,14681.3
15260,17750,2022-07-02,Withdrawal,4385.98
15261,6193,2024-07-06,Trade,11275.11
15262,6093,2021-03-05,Withdrawal,35804.55
15263,18074,2025-04-15,Withdrawal,534.97
15264,15118,2022-03-03,Withdrawal,9400.93
15265,10528,2025-07-08,Withdrawal,21411.93
15266,6313,2022-10-09,Trade,28217.6
15267,17817,2021-09-06,Trade,38025.15
15268,13876,2024-03-15,Deposit,29523.61
15269,1627,2023-03-02,Withdrawal,26333.43
15270,4085,2023-04-29,Deposit,47805.95
15271,15917,2021-02-09,Trade,29154.05
15272,15949,2021-11-17,Withdrawal,11325.37
15273,2960,2023-01-22,Deposit,12517.08
15274,3387,2023-07-13,Trade,34754.22
15275,19918,2021-07-26,Trade,3137.08
15276,1968,2023-05-07,Trade,411.69
15277,19081,2023-09-17,Deposit,36792.53
15278,17559,2024-02-23,Trade,27319.88
15279,15537,2023-06-05,Trade,17263.05
15280,18625,2024-07-20,Withdrawal,1457.39
15281,13166,2021-11-29,Deposit,17303.64
15282,6956,2023-05-11,Withdrawal,37755.02
15283,15083,2021-01-09,Withdrawal,15673.92
15284,3349,2020-09-26,Deposit,45102.2
15285,13931,2025-02-06,Deposit,32933.27
15286,15379,2020-12-25,Deposit,39134.76
15287,8730,2024-04-23,Trade,39042.57
15288,10748,2021-01-04,Deposit,33526.03
15289,7249,2020-11-18,Withdrawal,10930.48
15290,3804,2022-04-24,Trade,49024.4
15291,45,2021-01-16,Withdrawal,8505.53
15292,4866,2024-03-31,Withdrawal,40951.93
15293,769,2021-07-12,Trade,26574.12
15294,5343,2022-08-11,Withdrawal,4472.64
15295,18509,2020-12-19,Trade,16060.8
15296,11264,2022-07-04,Deposit,17263.45
15297,7290,2025-07-14,Trade,27738.69
15298,9637,2022-12-19,Withdrawal,15592.85
15299,3659,2023-08-11,Deposit,47531.86
15300,18388,2025-05-24,Trade,36463.5
15301,2939,2023-01-23,Withdrawal,32519.1
15302,15701,2023-04-08,Withdrawal,4901.88
15303,18282,2022-05-23,Withdrawal,8994.8
15304,17126,2020-08-03,Withdrawal,41082.17
15305,15435,2020-10-12,Deposit,27051.49
15306,9285,2021-09-25,Trade,22234.35
15307,10536,2021-02-03,Deposit,47102.84
15308,914,2021-12-13,Trade,39252.63
15309,1668,2022-10-13,Deposit,22105.52
15310,15115,2022-04-09,Trade,4491.47
15311,9658,2020-10-28,Withdrawal,6207.1
15312,17562,2024-10-10,Trade,38989.84
15313,1041,2023-11-11,Withdrawal,22147.5
15314,10101,2022-01-20,Trade,2613.42
15315,10490,2020-12-18,Deposit,41383.2
15316,5189,2023-05-06,Withdrawal,36806.13
15317,6623,2021-06-08,Withdrawal,2554.35
15318,17193,2023-12-01,Withdrawal,14295.54
15319,10944,2022-11-23,Trade,12643.87
15320,10092,2022-07-18,Trade,12911.6
15321,11827,2023-10-29,Deposit,22628.96
15322,2952,2024-11-30,Deposit,9924.35
15323,4315,2021-02-26,Deposit,47249.36
15324,16977,2021-04-19,Trade,12990.09
15325,5163,2024-07-21,Trade,26901.48
15326,15883,2024-04-15,Trade,20603.21
15327,12230,2023-02-24,Trade,31637.03
15328,10829,2022-12-24,Withdrawal,24986.12
15329,16666,2022-04-28,Trade,15434.52
15330,15036,2022-11-15,Trade,1562.8
15331,18143,2024-05-19,Deposit,4563.06
15332,16068,2020-10-05,Withdrawal,21080.97
15333,5858,2020-12-05,Trade,24200.74
15334,2889,2022-01-15,Withdrawal,25382.49
15335,2440,2024-01-04,Trade,5027.97
15336,6073,2020-10-29,Withdrawal,24268.77
15337,785,2020-08-13,Withdrawal,2958.84
15338,11940,2021-03-14,Withdrawal,37300.11
15339,3340,2022-07-10,Withdrawal,19035.63
15340,5824,2024-07-30,Trade,5449.0
15341,2350,2021-02-12,Deposit,27580.61
15342,18680,2024-09-16,Withdrawal,43194.29
15343,3437,2022-06-09,Trade,37127.66
15344,4263,2025-03-12,Deposit,26796.75
15345,10673,2021-05-29,Deposit,3219.85
15346,5423,2023-01-25,Trade,34901.13
15347,9672,2021-01-29,Deposit,30408.79
15348,10904,2022-07-01,Withdrawal,44072.86
15349,11428,2022-12-25,Deposit,40199.75
15350,16720,2024-09-12,Withdrawal,37494.67
15351,14916,2021-09-29,Trade,36429.22
15352,16317,2021-03-07,Withdrawal,33450.16
15353,10471,2022-09-26,Withdrawal,17048.89
15354,276,2021-01-18,Deposit,22823.09
15355,14474,2024-01-13,Trade,32187.98
15356,18907,2023-04-27,Deposit,14640.09
15357,10148,2024-02-27,Trade,19216.55
15358,17016,2021-01-02,Deposit,49202.34
15359,14552,2021-07-31,Withdrawal,48367.28
15360,8565,2022-05-09,Withdrawal,49297.49
15361,3266,2024-04-21,Trade,10999.44
15362,14945,2025-02-28,Trade,11459.27
15363,11460,2023-07-01,Deposit,42717.08
15364,6018,2024-05-31,Trade,24125.39
15365,18735,2020-10-14,Trade,46176.15
15366,8450,2021-08-22,Trade,46352.13
15367,10983,2021-03-13,Trade,15278.66
15368,14144,2024-03-24,Trade,7374.5
15369,11936,2022-08-01,Withdrawal,21521.36
15370,6821,2024-09-06,Withdrawal,21716.07
15371,11676,2023-07-24,Trade,7773.04
15372,7051,2020-12-20,Deposit,17981.55
15373,5719,2022-05-28,Deposit,44698.37
15374,12921,2022-01-17,Trade,23554.66
15375,7815,2023-11-17,Withdrawal,40224.88
15376,6317,2022-03-13,Trade,26144.27
15377,4677,2021-07-27,Deposit,5464.41
15378,11090,2021-02-23,Withdrawal,20716.92
15379,19731,2024-08-31,Deposit,40120.32
15380,6688,2020-12-03,Withdrawal,13078.67
15381,9129,2021-06-13,Withdrawal,843.21
15382,7926,2024-03-27,Deposit,33606.17
15383,6326,2022-07-13,Deposit,16215.52
15384,5245,2022-09-28,Deposit,16156.26
15385,7818,2021-07-27,Withdrawal,27745.6
15386,2303,2022-02-22,Deposit,16653.74
15387,10366,2022-02-05,Withdrawal,32880.9
15388,18180,2025-07-27,Deposit,20439.16
15389,6315,2022-09-06,Deposit,48407.38
15390,4212,2024-04-18,Deposit,49174.1
15391,389,2024-12-19,Withdrawal,23338.43
15392,6058,2024-03-01,Deposit,33396.46
15393,614,2020-08-01,Withdrawal,27541.22
15394,12575,2022-03-14,Trade,5869.25
15395,909,2024-05-22,Trade,30467.29
15396,9980,2021-09-11,Trade,10905.13
15397,402,2022-12-13,Trade,7136.33
15398,18895,2022-01-25,Withdrawal,7947.54
15399,4213,2024-04-21,Deposit,32064.42
15400,11537,2023-03-15,Trade,9319.86
15401,2642,2024-09-21,Withdrawal,19524.88
15402,12091,2020-11-08,Trade,9021.04
15403,13559,2022-08-30,Deposit,29910.23
15404,8987,2023-12-29,Withdrawal,895.87
15405,2134,2021-11-18,Deposit,7340.34
15406,18099,2021-01-28,Deposit,31743.98
15407,19534,2024-06-14,Deposit,13617.6
15408,19236,2024-09-02,Trade,16566.93
15409,3750,2021-10-16,Withdrawal,11934.0
15410,12697,2022-08-26,Withdrawal,42347.18
15411,2232,2022-11-27,Deposit,39960.63
15412,9541,2022-11-28,Withdrawal,672.93
15413,19704,2023-08-10,Withdrawal,9864.13
15414,3727,2023-03-03,Trade,25153.07
15415,19280,2022-01-13,Trade,27755.56
15416,13349,2022-12-02,Withdrawal,21655.06
15417,9554,2021-04-04,Withdrawal,18435.67
15418,18392,2022-12-08,Deposit,33702.78
15419,10317,2025-06-10,Withdrawal,43331.06
15420,3076,2025-03-19,Trade,7824.74
15421,14681,2022-01-31,Withdrawal,25933.75
15422,2236,2023-12-27,Trade,44646.47
15423,19980,2023-08-15,Trade,37115.83
15424,12125,2024-09-09,Trade,1622.22
15425,15897,2023-12-30,Withdrawal,49598.31
15426,4584,2022-12-01,Trade,31607.3
15427,12306,2021-02-27,Deposit,21676.84
15428,14675,2022-03-19,Withdrawal,7492.81
15429,5481,2024-05-25,Deposit,29967.41
15430,13502,2024-06-25,Trade,41289.59
15431,17111,2022-04-11,Withdrawal,44774.93
15432,6991,2022-08-22,Deposit,49311.06
15433,16526,2024-12-16,Withdrawal,35852.87
15434,12317,2023-11-25,Withdrawal,7629.28
15435,1247,2021-03-25,Trade,2436.38
15436,2716,2023-02-22,Trade,40704.39
15437,3602,2023-08-05,Deposit,35503.13
15438,15012,2024-05-01,Withdrawal,9553.96
15439,19081,2021-10-30,Trade,8016.05
15440,8379,2025-06-05,Trade,10947.02
15441,38,2023-04-27,Deposit,36532.25
15442,3249,2024-10-22,Deposit,26328.93
15443,16902,2025-04-20,Withdrawal,107.0
15444,8590,2021-02-11,Trade,26766.04
15445,12270,2020-09-29,Withdrawal,30902.21
15446,13926,2021-10-10,Trade,19737.9
15447,6263,2025-05-26,Deposit,35612.52
15448,17449,2022-12-07,Withdrawal,13615.7
15449,19924,2021-09-02,Trade,5970.37
15450,18883,2022-01-04,Deposit,1545.43
15451,7011,2022-07-07,Deposit,18439.33
15452,10130,2023-01-14,Deposit,17019.99
15453,2145,2023-01-11,Withdrawal,7435.19
15454,19570,2021-03-05,Deposit,27662.53
15455,3679,2021-12-22,Deposit,15741.37
15456,19540,2025-01-21,Trade,8835.12
15457,15508,2021-05-11,Deposit,37782.08
15458,2979,2023-10-21,Withdrawal,29527.77
15459,1610,2025-05-26,Trade,41330.08
15460,14815,2022-03-06,Deposit,26247.58
15461,9854,2021-07-27,Withdrawal,46728.56
15462,19838,2024-06-09,Withdrawal,3583.74
15463,19744,2022-11-05,Withdrawal,24669.17
15464,4566,2025-06-21,Trade,37509.81
15465,2698,2023-02-22,Deposit,565.86
15466,12977,2025-06-29,Trade,42511.4
15467,13789,2023-06-15,Withdrawal,34680.73
15468,18214,2020-09-11,Trade,49746.48
15469,3896,2022-09-06,Deposit,46095.09
15470,13745,2024-04-12,Withdrawal,17195.17
15471,19846,2020-08-16,Trade,27244.44
15472,17744,2022-12-21,Deposit,33870.39
15473,5149,2021-09-30,Trade,23611.82
15474,2615,2023-08-09,Withdrawal,46351.08
15475,1631,2022-04-18,Trade,23081.19
15476,12697,2021-05-23,Trade,21829.52
15477,11132,2024-11-28,Trade,33444.82
15478,10233,2024-12-07,Trade,19892.69
15479,4849,2025-01-18,Trade,30267.27
15480,2176,2021-08-31,Trade,4741.08
15481,17979,2023-01-28,Trade,38840.84
15482,5793,2023-06-01,Withdrawal,41333.22
15483,4692,2025-04-29,Withdrawal,10926.02
15484,7443,2025-05-04,Withdrawal,29467.14
15485,2802,2020-08-14,Deposit,29543.28
15486,1124,2022-04-25,Trade,10346.29
15487,15553,2023-06-05,Withdrawal,22577.96
15488,10589,2023-03-03,Withdrawal,28896.54
15489,7462,2024-01-14,Trade,28302.97
15490,12797,2023-05-02,Trade,11231.28
15491,7741,2023-10-29,Deposit,45295.49
15492,19397,2023-04-12,Deposit,11097.7
15493,7436,2024-01-16,Deposit,28637.61
15494,12565,2023-03-24,Deposit,39576.03
15495,18617,2024-02-06,Deposit,31305.45
15496,15387,2023-12-06,Trade,43214.66
15497,7047,2023-07-29,Deposit,37710.96
15498,6625,2023-02-15,Trade,25247.02
15499,18949,2023-03-23,Trade,36506.47
15500,19082,2022-07-15,Trade,11542.19
15501,17009,2024-08-23,Deposit,24657.84
15502,8905,2020-09-14,Trade,3140.18
15503,6082,2021-07-07,Withdrawal,23462.0
15504,2198,2021-06-03,Trade,15936.86
15505,14929,2023-04-22,Trade,17447.7
15506,5823,2025-04-09,Deposit,28339.78
15507,16812,2025-02-12,Withdrawal,31625.98
15508,1796,2024-12-22,Deposit,24644.32
15509,269,2021-01-30,Deposit,9857.06
15510,18819,2024-08-24,Withdrawal,5454.72
15511,10590,2024-03-07,Deposit,2171.08
15512,2391,2021-09-10,Withdrawal,22889.63
15513,851,2023-01-19,Trade,20387.71
15514,17145,2020-08-17,Trade,47675.41
15515,15605,2022-11-12,Trade,28113.28
15516,15026,2025-01-29,Deposit,29105.29
15517,17690,2024-08-30,Withdrawal,27026.59
15518,13985,2022-11-02,Trade,21109.01
15519,12272,2023-02-10,Trade,12815.83
15520,11614,2024-02-06,Deposit,47914.7
15521,10643,2024-05-25,Withdrawal,37562.46
15522,2954,2022-11-09,Withdrawal,21591.18
15523,16168,2021-04-09,Trade,34461.77
15524,19790,2023-02-28,Withdrawal,38096.44
15525,19316,2024-08-07,Trade,22458.35
15526,7198,2022-08-20,Trade,19202.28
15527,16103,2024-06-01,Deposit,49573.77
15528,15061,2021-05-08,Trade,43290.7
15529,16504,2023-11-14,Withdrawal,13454.06
15530,9659,2021-10-12,Deposit,33243.23
15531,685,2024-11-15,Withdrawal,3977.04
15532,17711,2025-01-21,Trade,13126.98
15533,10925,2023-10-07,Withdrawal,43222.75
15534,13366,2020-10-30,Withdrawal,42546.34
15535,15777,2024-08-15,Withdrawal,41623.86
15536,18649,2024-10-10,Withdrawal,48682.2
15537,10284,2023-01-25,Deposit,11481.84
15538,7045,2023-10-26,Withdrawal,30576.71
15539,8956,2025-01-29,Withdrawal,24473.42
15540,13282,2024-12-09,Trade,8524.02
15541,10763,2021-01-07,Deposit,42144.16
15542,17176,2024-03-14,Trade,23862.66
15543,10686,2025-04-21,Deposit,33749.19
15544,17030,2024-10-12,Withdrawal,25660.41
15545,9066,2021-09-10,Withdrawal,9460.49
15546,12366,2022-12-17,Withdrawal,10143.11
15547,7596,2021-08-05,Withdrawal,41186.79
15548,2778,2021-04-11,Trade,11936.07
15549,19742,2022-05-08,Deposit,48938.13
15550,10521,2022-08-23,Deposit,33433.23
15551,6015,2021-09-13,Withdrawal,20093.43
15552,11502,2021-04-28,Trade,11525.36
15553,8271,2022-04-01,Trade,45680.07
15554,16143,2025-01-14,Deposit,33995.66
15555,5959,2023-05-24,Trade,14616.16
15556,6197,2022-08-03,Deposit,23913.12
15557,17580,2024-12-29,Deposit,140.43
15558,7170,2022-06-27,Deposit,25656.38
15559,11846,2022-09-25,Trade,3839.5
15560,796,2025-02-16,Withdrawal,21041.87
15561,10132,2025-05-12,Withdrawal,35041.47
15562,17516,2021-02-20,Deposit,5937.2
15563,2064,2024-06-14,Withdrawal,44751.16
15564,4251,2023-03-24,Deposit,8900.94
15565,4353,2023-02-17,Withdrawal,42780.15
