RequestID,ClientID,RequestDate,RequestType,Status
2747,6703,2025-02-07,Account Opening,Open
2748,9912,2023-08-27,Issue Resolution,Open
2749,3579,2023-12-23,Issue Resolution,Pending
2750,9788,2025-07-11,Issue Resolution,Open
2751,4602,2024-07-24,Issue Resolution,Closed
2752,8192,2025-01-01,Portfolio Review,Pending
2753,1065,2023-09-21,Portfolio Review,Open
2754,4487,2025-01-11,Account Opening,Open
2755,1298,2024-10-14,Issue Resolution,Closed
2756,8491,2024-01-25,Portfolio Review,Closed
2757,8461,2024-09-25,Account Opening,Open
2758,1815,2025-07-18,Issue Resolution,Closed
2759,1582,2024-05-03,Portfolio Review,Pending
2760,4625,2024-08-25,Account Opening,Pending
2761,8568,2024-06-28,Account Opening,Closed
2762,8946,2024-07-16,Portfolio Review,Closed
2763,326,2025-07-26,Portfolio Review,Open
2764,8530,2024-11-09,Account Opening,Open
2765,1244,2024-02-02,Portfolio Review,Open
2766,9266,2024-05-07,Account Opening,Closed
2767,783,2024-01-29,Issue Resolution,Open
2768,8151,2025-01-01,Account Opening,Pending
2769,3009,2024-04-11,Portfolio Review,Open
2770,1079,2024-11-01,Account Opening,Pending
2771,6529,2025-02-12,Portfolio Review,Pending
2772,8219,2024-12-11,Issue Resolution,Pending
2773,2447,2023-10-29,Issue Resolution,Closed
2774,2189,2024-06-22,Issue Resolution,Open
2775,1519,2024-01-21,Portfolio Review,Pending
2776,1789,2024-06-25,Account Opening,Pending
2777,2614,2025-07-25,Portfolio Review,Open
2778,9037,2024-03-08,Account Opening,Closed
2779,1233,2023-11-14,Portfolio Review,Closed
2780,1827,2025-04-01,Issue Resolution,Open
2781,7195,2024-07-14,Issue Resolution,Pending
2782,536,2025-06-26,Portfolio Review,Closed
2783,3754,2025-01-15,Portfolio Review,Closed
2784,8304,2025-03-08,Account Opening,Closed
2785,4667,2023-12-02,Account Opening,Closed
2786,5245,2024-12-03,Account Opening,Closed
2787,4204,2025-07-07,Issue Resolution,Pending
2788,6736,2025-07-10,Account Opening,Closed
2789,6921,2024-01-22,Issue Resolution,Closed
2790,4678,2025-01-08,Issue Resolution,Open
2791,6021,2024-05-09,Account Opening,Closed
2792,4830,2023-11-19,Account Opening,Open
2793,3446,2025-01-30,Account Opening,Closed
2794,9316,2023-10-13,Account Opening,Pending
2795,5268,2024-03-17,Account Opening,Pending
2796,6032,2023-08-24,Issue Resolution,Closed
2797,2652,2024-04-26,Portfolio Review,Open
2798,8990,2024-11-02,Account Opening,Open
2799,176,2024-09-06,Portfolio Review,Closed
2800,8721,2025-02-01,Portfolio Review,Open
2801,4079,2023-12-15,Account Opening,Pending
2802,2903,2023-08-13,Portfolio Review,Closed
2803,4378,2023-12-12,Portfolio Review,Closed
2804,3695,2023-10-08,Portfolio Review,Closed
2805,7631,2025-01-29,Account Opening,Closed
2806,7698,2025-05-07,Portfolio Review,Open
2807,4868,2023-09-17,Issue Resolution,Open
2808,6069,2024-11-20,Issue Resolution,Closed
2809,4984,2024-07-29,Issue Resolution,Open
2810,4847,2023-12-25,Account Opening,Open
2811,5356,2024-08-21,Portfolio Review,Pending
2812,7115,2025-05-20,Issue Resolution,Closed
2813,3666,2023-10-01,Portfolio Review,Open
2814,4144,2024-12-27,Portfolio Review,Pending
2815,2872,2023-09-02,Portfolio Review,Closed
2816,7273,2024-02-10,Portfolio Review,Open
2817,6419,2025-03-08,Account Opening,Pending
2818,9169,2024-07-31,Issue Resolution,Open
2819,9129,2025-05-18,Portfolio Review,Closed
2820,7566,2024-02-08,Portfolio Review,Open
2821,2595,2024-05-14,Issue Resolution,Pending
2822,5768,2025-04-22,Account Opening,Closed
2823,8065,2024-08-15,Issue Resolution,Open
2824,1919,2024-06-20,Issue Resolution,Open
2825,4917,2023-09-01,Portfolio Review,Pending
2826,964,2024-01-10,Issue Resolution,Pending
2827,6792,2024-07-12,Account Opening,Pending
2828,5572,2024-07-28,Portfolio Review,Closed
2829,1939,2024-02-26,Account Opening,Open
2830,5829,2024-12-29,Account Opening,Closed
2831,2355,2024-10-30,Portfolio Review,Pending
2832,5471,2024-09-11,Portfolio Review,Closed
2833,7171,2023-11-27,Portfolio Review,Closed
2834,1820,2025-06-07,Issue Resolution,Pending
2835,3366,2025-05-17,Portfolio Review,Open
2836,1223,2023-10-11,Portfolio Review,Open
2837,4249,2024-03-04,Issue Resolution,Closed
2838,2229,2025-03-04,Issue Resolution,Pending
2839,9058,2024-04-05,Account Opening,Pending
2840,1314,2024-11-07,Account Opening,Open
2841,2248,2024-05-21,Account Opening,Pending
2842,5514,2024-06-24,Portfolio Review,Pending
2843,4810,2023-09-02,Portfolio Review,Open
2844,497,2023-10-18,Issue Resolution,Pending
2845,3095,2024-12-02,Account Opening,Open
2846,5645,2025-01-29,Portfolio Review,Open
2847,3011,2024-09-25,Account Opening,Pending
2848,4578,2024-07-08,Account Opening,Closed
2849,5066,2025-06-13,Portfolio Review,Open
2850,8062,2024-03-20,Portfolio Review,Open
2851,5273,2025-06-29,Account Opening,Pending
2852,9239,2024-01-31,Issue Resolution,Pending
2853,6230,2023-10-25,Portfolio Review,Pending
2854,4916,2023-11-08,Account Opening,Pending
2855,6046,2024-11-18,Account Opening,Closed
2856,8931,2025-06-20,Portfolio Review,Pending
2857,79,2024-07-18,Portfolio Review,Open
2858,9186,2024-01-10,Issue Resolution,Closed
2859,9475,2024-05-15,Issue Resolution,Closed
2860,5179,2024-09-21,Portfolio Review,Pending
2861,8776,2025-05-01,Account Opening,Closed
2862,4661,2024-05-18,Issue Resolution,Pending
2863,9525,2024-09-02,Portfolio Review,Closed
2864,8993,2024-12-03,Portfolio Review,Open
2865,1552,2024-12-26,Account Opening,Pending
2866,2964,2024-06-26,Issue Resolution,Closed
2867,779,2024-01-29,Issue Resolution,Open
2868,124,2024-12-31,Issue Resolution,Closed
2869,9346,2023-10-27,Account Opening,Pending
2870,4253,2023-08-31,Portfolio Review,Pending
2871,2068,2024-11-18,Portfolio Review,Closed
2872,8003,2023-08-13,Portfolio Review,Pending
2873,543,2024-01-27,Account Opening,Closed
2874,9064,2025-02-10,Portfolio Review,Closed
2875,1621,2025-04-21,Issue Resolution,Pending
2876,5863,2025-03-02,Account Opening,Pending
2877,2619,2025-04-11,Account Opening,Pending
2878,8573,2025-01-02,Account Opening,Open
2879,6696,2024-12-16,Issue Resolution,Open
2880,2587,2023-11-18,Account Opening,Open
2881,5170,2025-03-11,Account Opening,Open
2882,2615,2024-01-02,Issue Resolution,Pending
2883,9257,2025-06-08,Account Opening,Closed
2884,5822,2024-03-22,Issue Resolution,Closed
2885,2823,2025-01-19,Portfolio Review,Closed
2886,5288,2024-08-10,Account Opening,Closed
2887,3631,2024-03-21,Account Opening,Closed
2888,5399,2025-04-21,Issue Resolution,Pending
2889,4466,2024-05-31,Issue Resolution,Pending
2890,1498,2025-01-03,Account Opening,Closed
2891,4612,2024-03-18,Portfolio Review,Closed
2892,6235,2023-12-25,Account Opening,Closed
2893,8573,2024-03-04,Account Opening,Closed
2894,4468,2025-01-20,Portfolio Review,Open
2895,564,2023-09-02,Portfolio Review,Closed
2896,2266,2025-03-14,Issue Resolution,Pending
2897,5605,2024-09-14,Issue Resolution,Closed
2898,5623,2024-09-07,Portfolio Review,Closed
2899,8033,2024-03-11,Portfolio Review,Closed
2900,7208,2024-06-10,Portfolio Review,Closed
2901,4920,2025-01-13,Portfolio Review,Pending
2902,7891,2024-02-09,Account Opening,Pending
2903,8036,2024-05-05,Account Opening,Pending
2904,4180,2024-10-01,Portfolio Review,Open
2905,6005,2024-12-23,Portfolio Review,Pending
2906,523,2025-02-02,Account Opening,Open
2907,5810,2025-06-25,Issue Resolution,Open
2908,3569,2023-12-30,Portfolio Review,Open
2909,8421,2023-10-30,Issue Resolution,Closed
2910,8066,2025-07-11,Issue Resolution,Pending
2911,4953,2025-02-27,Issue Resolution,Open
2912,4965,2023-08-13,Account Opening,Closed
2913,6947,2024-05-23,Portfolio Review,Closed
2914,4192,2023-09-17,Portfolio Review,Closed
2915,7961,2024-08-04,Issue Resolution,Open
2916,3083,2025-01-02,Portfolio Review,Open
2917,2351,2023-08-25,Account Opening,Closed
2918,7377,2024-03-18,Account Opening,Open
2919,5012,2025-06-07,Portfolio Review,Closed
2920,2830,2025-07-19,Issue Resolution,Closed
2921,7803,2024-12-24,Issue Resolution,Closed
2922,4091,2024-11-10,Portfolio Review,Closed
2923,2011,2023-10-26,Account Opening,Pending
2924,4229,2024-11-10,Portfolio Review,Pending
2925,7545,2024-09-30,Issue Resolution,Open
2926,8742,2024-01-21,Issue Resolution,Pending
2927,455,2025-01-21,Issue Resolution,Pending
2928,2798,2024-06-29,Portfolio Review,Open
2929,8846,2024-06-06,Issue Resolution,Closed
2930,6477,2024-08-13,Issue Resolution,Pending
2931,4026,2024-06-04,Account Opening,Closed
2932,7931,2024-08-16,Issue Resolution,Closed
2933,6611,2023-12-12,Portfolio Review,Pending
2934,5558,2024-05-04,Portfolio Review,Open
2935,3271,2024-12-11,Account Opening,Open
2936,7650,2025-01-23,Issue Resolution,Open
2937,7608,2023-09-06,Issue Resolution,Open
2938,1050,2025-04-26,Portfolio Review,Closed
2939,6730,2024-04-18,Issue Resolution,Pending
2940,5441,2024-05-16,Portfolio Review,Open
2941,7519,2024-07-26,Portfolio Review,Open
2942,5260,2024-04-30,Issue Resolution,Open
2943,9185,2024-11-05,Account Opening,Closed
2944,8126,2023-12-30,Account Opening,Pending
2945,5020,2024-11-05,Issue Resolution,Pending
2946,3326,2025-02-08,Portfolio Review,Closed
2947,4815,2024-07-26,Account Opening,Open
2948,9457,2024-04-10,Account Opening,Open
2949,8792,2025-01-31,Portfolio Review,Pending
2950,2997,2025-03-01,Issue Resolution,Open
2951,1027,2024-08-19,Issue Resolution,Closed
2952,8715,2024-08-29,Portfolio Review,Open
2953,1964,2024-09-23,Portfolio Review,Pending
2954,619,2024-11-27,Account Opening,Closed
2955,1746,2024-05-15,Portfolio Review,Open
2956,5382,2024-07-06,Portfolio Review,Closed
2957,1364,2024-06-03,Issue Resolution,Open
2958,3612,2024-02-09,Portfolio Review,Closed
2959,8036,2024-12-14,Portfolio Review,Closed
2960,9419,2025-06-06,Account Opening,Open
2961,7619,2024-02-28,Account Opening,Pending
2962,9588,2025-01-01,Issue Resolution,Closed
2963,2903,2024-01-11,Issue Resolution,Pending
2964,8759,2024-07-01,Account Opening,Pending
2965,1466,2024-10-18,Account Opening,Open
2966,2280,2024-02-01,Issue Resolution,Open
2967,3440,2025-03-09,Account Opening,Open
2968,7723,2023-10-25,Portfolio Review,Closed
2969,696,2025-03-17,Account Opening,Closed
2970,1986,2025-05-25,Account Opening,Closed
2971,6340,2025-04-12,Portfolio Review,Open
2972,6213,2024-03-20,Account Opening,Pending
2973,392,2024-08-09,Portfolio Review,Pending
2974,3450,2023-08-15,Account Opening,Open
2975,4476,2025-02-28,Portfolio Review,Closed
2976,5863,2023-12-26,Issue Resolution,Closed
2977,1260,2024-06-21,Account Opening,Pending
2978,4183,2024-01-22,Portfolio Review,Pending
2979,3264,2025-07-15,Issue Resolution,Open
2980,6904,2024-01-04,Issue Resolution,Open
2981,6773,2025-05-02,Account Opening,Pending
2982,6754,2023-10-19,Portfolio Review,Closed
2983,5383,2025-05-17,Account Opening,Open
2984,8343,2023-11-21,Account Opening,Open
2985,5982,2024-10-09,Portfolio Review,Pending
2986,3397,2024-04-01,Issue Resolution,Pending
2987,578,2024-12-21,Account Opening,Closed
2988,9620,2025-06-23,Issue Resolution,Pending
2989,1916,2024-11-18,Account Opening,Open
2990,951,2025-04-07,Account Opening,Open
2991,8431,2024-05-01,Account Opening,Open
2992,6417,2024-05-17,Account Opening,Open
2993,208,2024-07-12,Issue Resolution,Pending
2994,3346,2025-03-22,Portfolio Review,Open
2995,9403,2024-10-30,Portfolio Review,Pending
2996,9240,2025-07-22,Account Opening,Pending
2997,323,2024-08-29,Issue Resolution,Open
2998,5886,2024-07-21,Issue Resolution,Open
2999,2264,2023-12-04,Portfolio Review,Closed
3000,8055,2024-06-16,Issue Resolution,Pending
3001,5905,2024-11-27,Issue Resolution,Open
3002,3679,2024-11-21,Issue Resolution,Open
3003,6956,2024-02-25,Portfolio Review,Open
3004,4135,2023-10-14,Issue Resolution,Closed
3005,7022,2023-12-01,Issue Resolution,Open
3006,6199,2025-01-15,Account Opening,Pending
3007,6090,2024-09-16,Issue Resolution,Open
3008,5793,2024-03-29,Account Opening,Open
3009,5219,2025-03-03,Issue Resolution,Open
3010,2776,2023-12-10,Portfolio Review,Closed
3011,2189,2024-07-26,Issue Resolution,Pending
3012,8987,2023-10-02,Account Opening,Pending
3013,7280,2024-08-06,Issue Resolution,Open
3014,1955,2025-02-22,Portfolio Review,Open
3015,5515,2025-07-08,Issue Resolution,Pending
3016,675,2024-06-25,Account Opening,Pending
3017,4588,2024-02-13,Issue Resolution,Open
3018,1512,2024-07-22,Account Opening,Closed
3019,7766,2023-08-29,Issue Resolution,Open
3020,1781,2024-07-23,Portfolio Review,Closed
3021,8199,2024-03-05,Portfolio Review,Open
3022,1404,2023-10-27,Account Opening,Closed
3023,4041,2024-06-17,Portfolio Review,Closed
3024,654,2024-02-12,Account Opening,Open
3025,5838,2023-11-25,Issue Resolution,Pending
3026,5361,2024-12-03,Issue Resolution,Open
3027,590,2023-10-14,Portfolio Review,Pending
3028,6577,2024-07-05,Portfolio Review,Pending
3029,4035,2025-06-23,Portfolio Review,Pending
3030,4956,2024-09-22,Account Opening,Pending
3031,4322,2025-05-26,Portfolio Review,Open
3032,3020,2024-07-02,Issue Resolution,Pending
3033,2551,2024-09-16,Issue Resolution,Pending
3034,2889,2024-06-03,Account Opening,Closed
3035,7200,2023-12-21,Portfolio Review,Pending
3036,2743,2025-01-21,Issue Resolution,Open
3037,807,2025-03-15,Portfolio Review,Closed
3038,2008,2024-12-22,Account Opening,Open
3039,6463,2025-03-07,Account Opening,Closed
3040,5508,2023-10-02,Portfolio Review,Pending
3041,7000,2025-01-30,Account Opening,Open
3042,7120,2024-02-25,Issue Resolution,Closed
3043,4519,2023-12-02,Account Opening,Open
3044,6911,2024-12-24,Issue Resolution,Closed
3045,2194,2024-05-18,Issue Resolution,Pending
3046,7346,2024-06-05,Account Opening,Pending
3047,3081,2023-12-16,Issue Resolution,Open
3048,9420,2024-06-30,Account Opening,Open
3049,1672,2025-06-06,Issue Resolution,Open
3050,5536,2024-06-01,Account Opening,Pending
3051,1421,2025-04-06,Account Opening,Pending
3052,4065,2025-07-10,Issue Resolution,Open
3053,8305,2025-06-21,Account Opening,Pending
3054,6618,2024-12-11,Issue Resolution,Pending
3055,7505,2025-02-15,Portfolio Review,Closed
3056,4113,2024-05-08,Account Opening,Closed
3057,5801,2025-04-02,Account Opening,Pending
3058,119,2025-01-30,Portfolio Review,Open
3059,4017,2024-06-24,Portfolio Review,Pending
3060,2630,2023-09-26,Account Opening,Closed
3061,4633,2023-08-30,Issue Resolution,Open
3062,4338,2025-05-21,Issue Resolution,Closed
3063,3423,2025-06-12,Portfolio Review,Closed
3064,7018,2024-09-01,Portfolio Review,Pending
3065,7682,2025-01-18,Portfolio Review,Closed
3066,5500,2024-05-22,Portfolio Review,Pending
3067,2721,2024-03-28,Issue Resolution,Open
3068,6576,2023-11-01,Account Opening,Pending
3069,6428,2023-11-17,Portfolio Review,Closed
3070,8743,2023-09-03,Account Opening,Closed
3071,7984,2023-11-21,Portfolio Review,Closed
3072,7306,2023-08-28,Portfolio Review,Closed
3073,848,2023-08-18,Issue Resolution,Closed
3074,3379,2024-07-16,Account Opening,Pending
3075,8277,2024-03-21,Account Opening,Closed
3076,1464,2024-09-22,Issue Resolution,Pending
3077,6699,2024-01-30,Portfolio Review,Closed
3078,2307,2023-07-30,Account Opening,Open
3079,1569,2025-02-27,Account Opening,Open
3080,2795,2024-03-03,Issue Resolution,Closed
3081,1121,2024-04-15,Portfolio Review,Pending
3082,324,2024-08-14,Account Opening,Open
3083,7910,2024-08-02,Account Opening,Closed
3084,7018,2024-05-17,Account Opening,Open
3085,4528,2025-05-05,Portfolio Review,Open
3086,6622,2025-01-30,Portfolio Review,Closed
3087,8594,2025-05-22,Account Opening,Pending
3088,1708,2023-08-20,Issue Resolution,Closed
3089,624,2025-04-10,Account Opening,Pending
3090,3819,2024-11-26,Portfolio Review,Pending
3091,110,2025-03-05,Portfolio Review,Open
3092,1121,2023-10-20,Issue Resolution,Closed
3093,7602,2024-09-09,Issue Resolution,Closed
3094,9320,2023-09-09,Account Opening,Pending
3095,2280,2024-12-31,Portfolio Review,Closed
3096,9253,2025-02-16,Issue Resolution,Closed
3097,8912,2024-12-23,Issue Resolution,Closed
3098,4044,2025-07-15,Issue Resolution,Pending
3099,9096,2024-01-23,Account Opening,Closed
3100,4766,2024-04-11,Account Opening,Closed
3101,3288,2025-06-05,Portfolio Review,Open
3102,6619,2025-01-11,Portfolio Review,Closed
3103,6290,2024-12-30,Issue Resolution,Pending
3104,1071,2025-03-22,Portfolio Review,Closed
3105,2886,2024-06-18,Issue Resolution,Closed
3106,3537,2024-09-12,Account Opening,Open
3107,1799,2025-01-09,Account Opening,Open
3108,4877,2024-07-04,Issue Resolution,Closed
3109,8186,2023-11-13,Account Opening,Open
3110,2218,2024-10-12,Issue Resolution,Pending
3111,5,2024-04-18,Portfolio Review,Closed
3112,1319,2024-04-24,Account Opening,Open
3113,1971,2025-05-20,Account Opening,Open
3114,5288,2024-04-15,Portfolio Review,Closed
3115,1491,2024-10-10,Portfolio Review,Open
3116,3566,2023-11-24,Portfolio Review,Closed
3117,8075,2024-01-15,Issue Resolution,Pending
3118,9521,2025-04-21,Issue Resolution,Closed
3119,4979,2025-06-25,Issue Resolution,Open
3120,6140,2024-06-27,Portfolio Review,Closed
3121,9938,2023-12-06,Issue Resolution,Open
3122,6476,2024-06-04,Account Opening,Closed
3123,2659,2025-06-03,Portfolio Review,Pending
3124,4225,2024-08-28,Issue Resolution,Pending
3125,8493,2025-04-27,Account Opening,Open
3126,4705,2024-02-12,Issue Resolution,Closed
3127,8682,2025-03-18,Issue Resolution,Open
3128,591,2025-04-07,Portfolio Review,Closed
3129,2369,2024-01-26,Issue Resolution,Open
3130,2534,2024-02-23,Issue Resolution,Closed
3131,6857,2023-08-27,Account Opening,Pending
3132,6776,2025-07-10,Portfolio Review,Pending
3133,7293,2024-05-03,Account Opening,Closed
3134,7352,2023-08-15,Portfolio Review,Closed
3135,6315,2023-11-12,Portfolio Review,Open
3136,8886,2024-10-20,Portfolio Review,Pending
3137,5948,2024-12-01,Issue Resolution,Pending
3138,7182,2024-09-02,Account Opening,Pending
3139,9050,2023-10-30,Account Opening,Closed
3140,7307,2024-07-07,Issue Resolution,Open
3141,2971,2024-07-25,Portfolio Review,Open
3142,5000,2025-06-20,Issue Resolution,Closed
3143,4257,2025-05-04,Account Opening,Open
3144,7769,2023-10-27,Issue Resolution,Pending
3145,1954,2023-12-21,Issue Resolution,Closed
3146,8573,2024-11-14,Issue Resolution,Closed
3147,1340,2025-03-10,Account Opening,Pending
3148,1873,2024-10-21,Portfolio Review,Pending
3149,2192,2023-12-03,Portfolio Review,Open
3150,1617,2024-07-04,Issue Resolution,Pending
3151,240,2023-10-27,Portfolio Review,Pending
3152,1825,2024-05-02,Account Opening,Open
3153,2043,2023-12-29,Issue Resolution,Closed
3154,4830,2024-03-13,Portfolio Review,Closed
3155,8061,2023-08-12,Account Opening,Open
3156,8396,2024-06-21,Issue Resolution,Pending
3157,3324,2024-03-10,Account Opening,Closed
3158,2769,2025-05-03,Issue Resolution,Pending
3159,5349,2024-10-08,Account Opening,Pending
3160,5538,2023-09-06,Portfolio Review,Pending
3161,2939,2024-02-14,Issue Resolution,Pending
3162,3994,2024-08-08,Portfolio Review,Pending
3163,7051,2025-02-19,Issue Resolution,Open
3164,2205,2024-10-15,Issue Resolution,Closed
3165,1397,2024-01-12,Account Opening,Pending
3166,7101,2024-03-14,Issue Resolution,Pending
3167,1554,2024-05-05,Portfolio Review,Open
3168,8305,2023-09-14,Issue Resolution,Closed
3169,5621,2024-04-24,Account Opening,Closed
3170,7207,2025-07-07,Portfolio Review,Open
3171,5324,2025-04-22,Portfolio Review,Closed
3172,3204,2025-07-04,Account Opening,Pending
3173,8039,2023-08-07,Account Opening,Pending
3174,4628,2023-09-22,Account Opening,Closed
3175,4365,2023-11-12,Issue Resolution,Pending
3176,7475,2024-04-27,Account Opening,Open
3177,8442,2023-11-29,Portfolio Review,Open
3178,21,2024-04-26,Account Opening,Open
3179,2986,2025-06-15,Portfolio Review,Pending
3180,1732,2023-08-31,Account Opening,Open
3181,691,2024-11-06,Portfolio Review,Pending
3182,9459,2024-06-16,Issue Resolution,Closed
3183,8709,2025-06-17,Issue Resolution,Open
3184,8058,2024-12-17,Issue Resolution,Open
3185,1201,2023-10-23,Account Opening,Open
3186,6142,2025-05-11,Issue Resolution,Pending
3187,3842,2023-08-10,Account Opening,Closed
3188,997,2025-03-26,Portfolio Review,Closed
3189,1380,2023-08-08,Portfolio Review,Closed
3190,3252,2024-08-24,Account Opening,Pending
3191,5534,2025-04-04,Account Opening,Pending
3192,193,2024-01-13,Portfolio Review,Closed
3193,6085,2024-06-18,Account Opening,Pending
3194,90,2024-05-06,Issue Resolution,Open
3195,2908,2024-01-15,Issue Resolution,Pending
3196,5293,2024-05-14,Issue Resolution,Pending
3197,6804,2025-04-01,Issue Resolution,Open
3198,2326,2025-04-19,Issue Resolution,Closed
3199,155,2025-04-10,Account Opening,Closed
3200,1318,2024-07-16,Issue Resolution,Pending
3201,5466,2024-10-16,Issue Resolution,Closed
3202,183,2025-02-10,Portfolio Review,Pending
3203,3705,2024-05-15,Issue Resolution,Closed
3204,2553,2024-12-11,Issue Resolution,Pending
3205,6800,2025-05-02,Portfolio Review,Closed
3206,1920,2024-10-09,Account Opening,Closed
3207,4890,2023-10-06,Account Opening,Closed
3208,9084,2024-02-12,Account Opening,Closed
3209,206,2023-09-11,Portfolio Review,Open
3210,9647,2023-12-12,Issue Resolution,Closed
3211,6440,2024-11-04,Portfolio Review,Open
3212,963,2025-01-22,Account Opening,Pending
3213,5655,2023-10-21,Issue Resolution,Open
3214,385,2025-04-13,Account Opening,Pending
3215,7592,2023-09-30,Portfolio Review,Closed
3216,3251,2023-11-28,Portfolio Review,Closed
3217,6843,2023-10-25,Issue Resolution,Pending
3218,30,2024-10-07,Issue Resolution,Pending
3219,8279,2023-08-26,Portfolio Review,Pending
3220,3971,2025-06-11,Account Opening,Open
3221,878,2023-12-16,Portfolio Review,Pending
3222,1453,2025-02-09,Account Opening,Pending
3223,3620,2023-08-18,Account Opening,Closed
3224,3900,2024-03-28,Issue Resolution,Closed
3225,6212,2023-09-13,Portfolio Review,Closed
3226,7877,2023-08-26,Portfolio Review,Open
3227,4685,2025-03-20,Account Opening,Pending
3228,6940,2024-02-25,Account Opening,Open
3229,3785,2024-12-19,Portfolio Review,Pending
3230,4074,2024-10-18,Issue Resolution,Closed
3231,5045,2024-03-23,Portfolio Review,Closed
3232,7291,2024-05-29,Account Opening,Pending
3233,4898,2023-09-30,Issue Resolution,Open
3234,4948,2025-06-05,Account Opening,Pending
3235,8442,2025-04-08,Account Opening,Open
3236,4695,2024-04-07,Issue Resolution,Open
3237,3030,2024-03-26,Portfolio Review,Pending
3238,9275,2023-11-06,Account Opening,Pending
3239,6418,2024-09-23,Issue Resolution,Closed
3240,8132,2023-08-26,Issue Resolution,Closed
3241,1595,2023-11-11,Portfolio Review,Closed
3242,3155,2023-08-13,Issue Resolution,Pending
3243,2419,2024-05-28,Account Opening,Pending
3244,8417,2024-01-01,Account Opening,Closed
3245,9589,2024-12-18,Account Opening,Pending
3246,9812,2024-06-26,Account Opening,Closed
3247,9049,2023-10-07,Account Opening,Closed
3248,771,2024-06-30,Portfolio Review,Closed
3249,6164,2023-09-11,Portfolio Review,Pending
3250,9487,2024-07-27,Issue Resolution,Pending
3251,5901,2023-10-25,Account Opening,Closed
3252,199,2024-04-19,Issue Resolution,Closed
3253,140,2024-02-19,Portfolio Review,Closed
3254,9395,2024-11-15,Account Opening,Pending
3255,624,2023-10-11,Account Opening,Closed
3256,1005,2024-02-07,Portfolio Review,Closed
3257,4795,2023-12-30,Account Opening,Open
3258,9668,2024-09-09,Portfolio Review,Closed
3259,2444,2023-10-27,Account Opening,Open
3260,8828,2025-03-14,Portfolio Review,Closed
3261,992,2024-07-05,Issue Resolution,Pending
3262,2722,2023-11-30,Account Opening,Pending
3263,7928,2024-03-31,Portfolio Review,Pending
3264,303,2024-05-23,Portfolio Review,Closed
3265,3759,2024-05-18,Account Opening,Closed
3266,4443,2025-05-20,Account Opening,Pending
3267,3326,2025-05-11,Issue Resolution,Pending
3268,1790,2024-05-18,Account Opening,Pending
3269,7743,2025-01-05,Issue Resolution,Open
3270,7091,2025-07-16,Portfolio Review,Open
3271,4957,2024-05-05,Account Opening,Pending
3272,770,2025-04-10,Issue Resolution,Open
3273,1629,2025-05-30,Portfolio Review,Closed
3274,9682,2023-09-02,Issue Resolution,Open
3275,2970,2025-06-12,Portfolio Review,Closed
3276,3365,2023-12-26,Account Opening,Open
3277,3220,2024-04-24,Account Opening,Pending
3278,195,2024-03-28,Issue Resolution,Open
3279,7394,2024-02-05,Portfolio Review,Open
3280,8117,2025-01-13,Issue Resolution,Closed
3281,4975,2024-01-30,Issue Resolution,Open
3282,562,2024-11-29,Account Opening,Pending
3283,2432,2023-12-02,Portfolio Review,Closed
3284,917,2024-12-17,Account Opening,Closed
3285,9051,2025-06-11,Issue Resolution,Closed
3286,4832,2025-07-10,Issue Resolution,Pending
3287,9280,2023-12-22,Issue Resolution,Closed
3288,6131,2024-01-20,Issue Resolution,Pending
3289,9517,2025-04-14,Account Opening,Closed
3290,5571,2024-01-07,Issue Resolution,Pending
3291,2494,2024-11-01,Account Opening,Closed
3292,4428,2023-12-09,Portfolio Review,Pending
3293,7226,2024-05-28,Portfolio Review,Open
3294,3833,2025-06-29,Portfolio Review,Closed
3295,9735,2025-03-08,Portfolio Review,Pending
3296,8400,2024-05-22,Portfolio Review,Open
3297,5750,2024-01-15,Issue Resolution,Open
3298,6029,2024-04-19,Issue Resolution,Open
3299,8816,2024-11-03,Issue Resolution,Closed
3300,6673,2024-04-13,Portfolio Review,Pending
3301,9955,2023-08-05,Account Opening,Open
3302,1994,2024-01-14,Account Opening,Pending
3303,5229,2025-06-30,Portfolio Review,Closed
3304,4864,2025-05-14,Issue Resolution,Closed
3305,6467,2023-10-01,Portfolio Review,Open
3306,145,2025-03-25,Issue Resolution,Closed
3307,7110,2023-08-16,Portfolio Review,Pending
3308,5345,2023-11-05,Portfolio Review,Pending
3309,2030,2023-09-02,Portfolio Review,Pending
3310,6005,2023-09-16,Issue Resolution,Open
3311,2078,2025-03-27,Issue Resolution,Pending
3312,2927,2024-05-14,Portfolio Review,Open
3313,4045,2024-11-11,Portfolio Review,Open
3314,616,2024-03-21,Portfolio Review,Closed
3315,5415,2025-01-30,Issue Resolution,Pending
3316,6236,2024-06-15,Account Opening,Closed
3317,5546,2024-05-14,Issue Resolution,Open
3318,2883,2024-09-28,Issue Resolution,Closed
3319,1605,2025-07-01,Account Opening,Open
3320,2166,2023-09-08,Issue Resolution,Pending
3321,4279,2023-08-04,Account Opening,Pending
3322,878,2024-10-21,Issue Resolution,Pending
3323,7927,2024-07-14,Account Opening,Open
3324,9743,2024-12-13,Portfolio Review,Pending
3325,199,2024-09-11,Portfolio Review,Pending
3326,4639,2025-06-07,Portfolio Review,Open
3327,7117,2024-04-04,Portfolio Review,Pending
3328,2495,2024-10-05,Issue Resolution,Pending
3329,6874,2024-07-31,Account Opening,Open
3330,6736,2023-10-31,Account Opening,Closed
